HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N0.HOG0010521	OG0007197	n0	jg2697.t1	ApeQuad07802-RA	rna-XM_040174182.1		GwA_05046-RA	
N0.HOG0010522	OG0007198	n0	jg2712.t1	ApeQuad07806-RA	rna-XM_040175667.1		GwA_05041-RA	
N0.HOG0010523	OG0007199	n0	jg2716.t1	ApeQuad07809-RA	rna-XM_040175056.1		GwA_05039-RA	
N0.HOG0010524	OG0007200	n0	jg2723.t1	ApeQuad07811-RA	rna-XM_040173764.1		GwA_05036-RA	
N0.HOG0010525	OG0007201	n0	jg2725.t1	ApeQuad07812-RA	rna-XM_040173761.1		GwA_05035-RA	
N0.HOG0010526	OG0007202	n0	jg2820.t1	ApeQuad07821-RA	rna-XM_040173772.1		GwA_05029-RA	
N0.HOG0010527	OG0007203	n0	jg2822.t1	ApeQuad07823-RA	rna-XM_040174779.1		GwA_05027-RA	
N0.HOG0010528	OG0007204	n0	jg2832.t1	ApeQuad07826-RA	rna-XM_040174725.1		GwA_05026-RA	
N0.HOG0010529	OG0007205	n0	jg2844.t1	ApeQuad07827-RA	rna-XM_040174023.1		GwA_05024-RA	
N0.HOG0010530	OG0007206	n0	jg2847.t1	ApeQuad07829-RA	rna-XM_040175620.1		GwA_05023-RA	
N0.HOG0010531	OG0007207	n0	jg2850.t1	ApeQuad07831-RA	rna-XM_040172730.1		GwA_05020-RA	
N0.HOG0010532	OG0007208	n0	jg2853.t1	ApeQuad07833-RA	rna-XM_040172731.1		GwA_05016-RA	
N0.HOG0010533	OG0007209	n0	jg2854.t1	ApeQuad07834-RA	rna-XM_040172726.1		GwA_05015-RA	
N0.HOG0010534	OG0007210	n0	jg2864.t1	ApeQuad21718-RA	rna-XM_040172697.1		GwA_05002-RA	
N0.HOG0010535	OG0007211	n0	jg2899.t1	ApeQuad14708-RA, ApeQuad07842-RA			GwA_05000-RA	
N0.HOG0010536	OG0007212	n0	jg2909.t1	ApeQuad07844-RA	rna-XM_040175217.1		GwA_04998-RA	
N0.HOG0010537	OG0007213	n0	jg2910.t1	ApeQuad07845-RA	rna-XM_040175212.1		GwA_04997-RA	
N0.HOG0010538	OG0007214	n0	jg2914.t1	ApeQuad07847-RA	rna-XM_040175647.1		GwA_04994-RA	
N0.HOG0010539	OG0007215	n0	jg2915.t1	ApeQuad07848-RA	rna-XM_040175653.1		GwA_04993-RA	
N0.HOG0010540	OG0007216	n0	jg2924.t1	ApeQuad07851-RA	rna-XM_040175654.1		GwA_04985-RA	
N0.HOG0010541	OG0007217	n0	jg2930.t1	ApeQuad07852-RA	rna-XM_040174579.1		GwA_04984-RA	
N0.HOG0010542	OG0007218	n0	jg2944.t1	ApeQuad07854-RA	rna-XM_040173946.1		GwA_04979-RA	
N0.HOG0010543	OG0007219	n0	jg2956.t1	ApeQuad07858-RA	rna-XM_040175190.1		GwA_04971-RA	
N0.HOG0010544	OG0007220	n0	jg2960.t1		rna-XM_040172715.1, rna-XM_040177808.1		GwA_09283-RA	
N0.HOG0010545	OG0007221	n0	jg2961.t1	ApeQuad07861-RA	rna-XM_040175076.1		GwA_04966-RA	
N0.HOG0010546	OG0007222	n0	jg2969.t1	ApeQuad07869-RA	rna-XM_040174627.1		GwA_04959-RA	
N0.HOG0010547	OG0007223	n0	jg2970.t1	ApeQuad07870-RA	rna-XM_040174626.1		GwA_04958-RA	
N0.HOG0010548	OG0007224	n0	jg2971.t1	ApeQuad07871-RA	rna-XM_040175043.1		GwA_04957-RA	
N0.HOG0010549	OG0007225	n0	jg2978.t1	ApeQuad07875-RA	rna-XM_040172603.1		GwA_04950-RA	
N0.HOG0010550	OG0007226	n0	jg2983.t1	ApeQuad07877-RA	rna-XM_040174857.1		GwA_04949-RA	
N0.HOG0010551	OG0007227	n0	jg2985.t1	ApeQuad07879-RA	rna-XM_040173534.1		GwA_04947-RA	
N0.HOG0010552	OG0007228	n0	jg2986.t1	ApeQuad07880-RA	rna-XM_040172693.1		GwA_04946-RA	
N0.HOG0010553	OG0007229	n0	jg2999.t1, jg22096.t1	ApeQuad07884-RA			GwA_25880-RA	
N0.HOG0010554	OG0007230	n0	jg3013.t1	ApeQuad07891-RA	rna-XM_040172781.1		GwA_04932-RA	
N0.HOG0010555	OG0007231	n0	jg3016.t1	ApeQuad07894-RA	rna-XM_040173996.1		GwA_04927-RA	
N0.HOG0010556	OG0007232	n0	jg3017.t1	ApeQuad07895-RA	rna-XM_040173999.1		GwA_04926-RA	
N0.HOG0010557	OG0007233	n0	jg3019.t1	ApeQuad07896-RA	rna-XM_040173474.1		GwA_04924-RA	
N0.HOG0010558	OG0007234	n0	jg3023.t1	ApeQuad07900-RA	rna-XM_040173475.1		GwA_04918-RA	
N0.HOG0010559	OG0007235	n0	jg3025.t1	ApeQuad07901-RA	rna-XM_040174786.1		GwA_04915-RA	
N0.HOG0010560	OG0007236	n0	jg3040.t1	ApeQuad07906-RA	rna-XM_040172734.1		GwA_04909-RA	
N0.HOG0010561	OG0007237	n0	jg3042.t1	ApeQuad07907-RA	rna-XM_040175374.1		GwA_04908-RA	
N0.HOG0010562	OG0007238	n0	jg3043.t1	ApeQuad07910-RA	rna-XM_040172495.1		GwA_04906-RA	
N0.HOG0010563	OG0007239	n0	jg3044.t1	ApeQuad07912-RA	rna-XM_040175109.1		GwA_04905-RA	
N0.HOG0010564	OG0007240	n0	jg3045.t1	ApeQuad07911-RA	rna-XM_040175107.1		GwA_04904-RA	
N0.HOG0010565	OG0007241	n0	jg3046.t1	ApeQuad07913-RA	rna-XM_040173652.1		GwA_04903-RA	
N0.HOG0010566	OG0007242	n0	jg3055.t1	ApeQuad07918-RA	rna-XM_040174903.1		GwA_04899-RA	
N0.HOG0010567	OG0007243	n0	jg3066.t1	ApeQuad07923-RA	rna-XM_040172737.1		GwA_04892-RA	
N0.HOG0010568	OG0007244	n0	jg3079.t1	ApeQuad07927-RA	rna-XM_040172804.1		GwA_04886-RA	
N0.HOG0010569	OG0007245	n0	jg3082.t1	ApeQuad07928-RA	rna-XM_040172807.1		GwA_04884-RA	
N0.HOG0010570	OG0007246	n0	jg3083.t1	ApeQuad07930-RA	rna-XM_040172808.1		GwA_05079-RA	
N0.HOG0010571	OG0007247	n0	jg3085.t1	ApeQuad07934-RA	rna-XM_040174076.1		GwA_05082-RA	
N0.HOG0010572	OG0007248	n0	jg3086.t1	ApeQuad07935-RA	rna-XM_040174073.1		GwA_05083-RA	
N0.HOG0010573	OG0007249	n0	jg3089.t1	ApeQuad07936-RA	rna-XM_040172739.1		GwA_05086-RA	
N0.HOG0010574	OG0007250	n0	jg3092.t1	ApeQuad07937-RA	rna-XM_040173208.1		GwA_05087-RA	
N0.HOG0010575	OG0007251	n0	jg3095.t1	ApeQuad07939-RA	rna-XM_040172998.1		GwA_05090-RA	
N0.HOG0010576	OG0007252	n0	jg3096.t1	ApeQuad07940-RA	rna-XM_040173000.1		GwA_05091-RA	
N0.HOG0010577	OG0007253	n0	jg3106.t1	ApeQuad07943-RA	rna-XM_040175264.1		GwA_05096-RA	
N0.HOG0010578	OG0007254	n0	jg3115.t1	ApeQuad07955-RA	rna-XM_040174634.1		GwA_05099-RA	
N0.HOG0010579	OG0007255	n0	jg3120.t1	ApeQuad07954-RA	rna-XM_040175315.1		GwA_05100-RA	
N0.HOG0010580	OG0007256	n0	jg3123.t1	ApeQuad07950-RA	rna-XM_040175325.1		GwA_05105-RA	
N0.HOG0010581	OG0007257	n0	jg3124.t1	ApeQuad07949-RA	rna-XM_040174495.1		GwA_05106-RA	
N0.HOG0010582	OG0007258	n0	jg3125.t1	ApeQuad07948-RA	rna-XM_040174767.1		GwA_05107-RA	
N0.HOG0010583	OG0007259	n0	jg3133.t1	ApeQuad11052-RA, ApeQuad13688-RA			GwA_05111-RA	
N0.HOG0010584	OG0007260	n0	jg3141.t1	ApeQuad07959-RA	rna-XM_040173967.1		GwA_05113-RA	
N0.HOG0010585	OG0007261	n0	jg3170.t1	ApeQuad07967-RA	rna-XM_040173159.1		GwA_05128-RA	
N0.HOG0010586	OG0007262	n0	jg3171.t1	ApeQuad07968-RA	rna-XM_040172608.1		GwA_05131-RA	
N0.HOG0010587	OG0007263	n0	jg3173.t1	ApeQuad07971-RA	rna-XM_040174142.1		GwA_05143-RA	
N0.HOG0010588	OG0007264	n0	jg3175.t1	ApeQuad07972-RA	rna-XM_040174145.1		GwA_05144-RA	
N0.HOG0010589	OG0007265	n0	jg3178.t1	ApeQuad07975-RA	rna-XM_040174184.1		GwA_05147-RA	
N0.HOG0010590	OG0007266	n0	jg3184.t1	ApeQuad07979-RA	rna-XM_040175408.1		GwA_05153-RA	
N0.HOG0010591	OG0007267	n0	jg3186.t1	ApeQuad07982-RA	rna-XM_040175409.1		GwA_05355-RA	
N0.HOG0010592	OG0007268	n0	jg3187.t1	ApeQuad07983-RA	rna-XM_040175419.1		GwA_05356-RA	
N0.HOG0010593	OG0007269	n0	jg3188.t1	ApeQuad07984-RA	rna-XM_040175413.1		GwA_05357-RA	
N0.HOG0010594	OG0007270	n0	jg3189.t1	ApeQuad07985-RA	rna-XM_040175422.1		GwA_05358-RA	
N0.HOG0010595	OG0007271	n0	jg3191.t1	ApeQuad07987-RA	rna-XM_040172746.1		GwA_05359-RA	
N0.HOG0010596	OG0007272	n0	jg3195.t1	ApeQuad07988-RA	rna-XM_040172612.1		GwA_05360-RA	
N0.HOG0010597	OG0007273	n0	jg3197.t1	ApeQuad07989-RA	rna-XM_040172620.1		GwA_05361-RA	
N0.HOG0010598	OG0007274	n0	jg3198.t1	ApeQuad07990-RA	rna-XM_040172975.1		GwA_05362-RA	
N0.HOG0010599	OG0007275	n0	jg3199.t1	ApeQuad07991-RA	rna-XM_040172973.1		GwA_05363-RA	
N0.HOG0010600	OG0007276	n0	jg3201.t1	ApeQuad07993-RA	rna-XM_040172978.1		GwA_05368-RA	
N0.HOG0010601	OG0007277	n0	jg3202.t1	ApeQuad07994-RA	rna-XM_040172976.1		GwA_05369-RA	
N0.HOG0010602	OG0007278	n0	jg3204.t1	ApeQuad07995-RA	rna-XM_040174583.1		GwA_05370-RA	
N0.HOG0010603	OG0007279	n0	jg3205.t1	ApeQuad07996-RA	rna-XM_040173752.1		GwA_05371-RA	
N0.HOG0010604	OG0007280	n0	jg3207.t1	ApeQuad07997-RA	rna-XM_040173741.1		GwA_05372-RA	
N0.HOG0010605	OG0007281	n0	jg3208.t1	ApeQuad07998-RA	rna-XM_040173738.1		GwA_05373-RA	
N0.HOG0010606	OG0007282	n0	jg3209.t1	ApeQuad07999-RA	rna-XM_040173750.1		GwA_05375-RA	
N0.HOG0010607	OG0007283	n0	jg3210.t1	ApeQuad08000-RA	rna-XM_040173739.1		GwA_05377-RA	
N0.HOG0010608	OG0007284	n0	jg3214.t1	ApeQuad08001-RA	rna-XM_040173754.1		GwA_05385-RA	
N0.HOG0010609	OG0007285	n0	jg3216.t1	ApeQuad08003-RA	rna-XM_040173235.1		GwA_05389-RA	
N0.HOG0010610	OG0007286	n0	jg3219.t1	ApeQuad08005-RA	rna-XM_040173626.1		GwA_05391-RA	
N0.HOG0010611	OG0007287	n0	jg3221.t1	ApeQuad08007-RA	rna-XM_040174342.1		GwA_05393-RA	
N0.HOG0010612	OG0007288	n0	jg3222.t1	ApeQuad08111-RA	rna-XM_040174465.1		GwA_05395-RA	
N0.HOG0010613	OG0007289	n0	jg3223.t1	ApeQuad08008-RA	rna-XM_040174463.1		GwA_05396-RA	
N0.HOG0010614	OG0007290	n0	jg3224.t1	ApeQuad08009-RA	rna-XM_040174064.1		GwA_05398-RA	
N0.HOG0010615	OG0007291	n0	jg3227.t1	ApeQuad08012-RA	rna-XM_040175074.1		GwA_05401-RA	
N0.HOG0010616	OG0007292	n0	jg3228.t1	ApeQuad08013-RA	rna-XM_040174718.1		GwA_05402-RA	
N0.HOG0010617	OG0007293	n0	jg3229.t1	ApeQuad08014-RA	rna-XM_040174717.1		GwA_05403-RA	
N0.HOG0010618	OG0007294	n0	jg3234.t1	ApeQuad08016-RA	rna-XM_040173245.1		GwA_05408-RA	
N0.HOG0010619	OG0007295	n0	jg3235.t1	ApeQuad08017-RA	rna-XM_040174135.1		GwA_05411-RA	
N0.HOG0010620	OG0007296	n0	jg3237.t1	ApeQuad08019-RA	rna-XM_040172576.1		GwA_05413-RA	
N0.HOG0010621	OG0007297	n0	jg3241.t1	ApeQuad08021-RA	rna-XM_040172858.1		GwA_05421-RA	
N0.HOG0010622	OG0007298	n1	jg26818.t1				GwA_13368-RA	
N0.HOG0010623	OG0007298	n2	jg3242.t1				GwA_11611-RA	
N0.HOG0010624	OG0007299	n0	jg3248.t1	ApeQuad08027-RA	rna-XM_040173204.1		GwA_05428-RA	
N0.HOG0010625	OG0007300	n0	jg3249.t1	ApeQuad08026-RA	rna-XM_040173198.1		GwA_05429-RA	
N0.HOG0010626	OG0007301	n0	jg3251.t1	ApeQuad08029-RA	rna-XM_040174488.1		GwA_05431-RA	
N0.HOG0010627	OG0007302	n0	jg3252.t1	ApeQuad08030-RA	rna-XM_040174487.1		GwA_05432-RA	
N0.HOG0010628	OG0007303	n0	jg3255.t1	ApeQuad08031-RA	rna-XM_040173569.1		GwA_05434-RA	
N0.HOG0010629	OG0007304	n0	jg3267.t1	ApeQuad08034-RA	rna-XM_040173566.1		GwA_05437-RA	
N0.HOG0010630	OG0007305	n0	jg3276.t1	ApeQuad08037-RA	rna-XM_040173011.1		GwA_05441-RA	
N0.HOG0010631	OG0007306	n0	jg3277.t1	ApeQuad08038-RA	rna-XM_040173016.1		GwA_05442-RA	
N0.HOG0010632	OG0007307	n0	jg3281.t1	ApeQuad08042-RA	rna-XM_040172583.1		GwA_05445-RA	
N0.HOG0010633	OG0007308	n0	jg3282.t1	ApeQuad08043-RA	rna-XM_040172577.1		GwA_05446-RA	
N0.HOG0010634	OG0007309	n0	jg3283.t1	ApeQuad08044-RA	rna-XM_040172585.1		GwA_05448-RA	
N0.HOG0010635	OG0007310	n0	jg3292.t1	ApeQuad08051-RA	rna-XM_040173958.1		GwA_05460-RA	
N0.HOG0010636	OG0007311	n0	jg3293.t1	ApeQuad08052-RA	rna-XM_040173953.1		GwA_05461-RA	
N0.HOG0010637	OG0007312	n0	jg3294.t1	ApeQuad08053-RA	rna-XM_040173951.1		GwA_05462-RA	
N0.HOG0010638	OG0007313	n0	jg3297.t1	ApeQuad08054-RA	rna-XM_040174457.1		GwA_05465-RA	
N0.HOG0010639	OG0007314	n0	jg3298.t1	ApeQuad08055-RA	rna-XM_040174458.1		GwA_05466-RA	
N0.HOG0010640	OG0007315	n0	jg3299.t1	ApeQuad08056-RA	rna-XM_040174737.1		GwA_05467-RA	
N0.HOG0010641	OG0007316	n0	jg3302.t1	ApeQuad08059-RA	rna-XM_040173477.1		GwA_05471-RA	
N0.HOG0010642	OG0007317	n0	jg3305.t1	ApeQuad08061-RA	rna-XM_040173476.1		GwA_05473-RA	
N0.HOG0010643	OG0007318	n0	jg3306.t1	ApeQuad08062-RA	rna-XM_040174485.1		GwA_05474-RA	
N0.HOG0010644	OG0007319	n0	jg3307.t1	ApeQuad08063-RA	rna-XM_040174484.1		GwA_05475-RA	
N0.HOG0010645	OG0007320	n0	jg3308.t1	ApeQuad08064-RA	rna-XM_040174475.1		GwA_05476-RA	
N0.HOG0010646	OG0007321	n0	jg3309.t1	ApeQuad08065-RA	rna-XM_040174472.1		GwA_05477-RA	
N0.HOG0010647	OG0007322	n0	jg3310.t1	ApeQuad08066-RA	rna-XM_040174477.1		GwA_05478-RA	
N0.HOG0010648	OG0007323	n0	jg3311.t1	ApeQuad08067-RA	rna-XM_040174483.1		GwA_05479-RA	
N0.HOG0010649	OG0007324	n0	jg3312.t1	ApeQuad08068-RA	rna-XM_040174482.1		GwA_05480-RA	
N0.HOG0010650	OG0007325	n0	jg3315.t1	ApeQuad08070-RA	rna-XM_040173542.1		GwA_05483-RA	
N0.HOG0010651	OG0007326	n0	jg3316.t1	ApeQuad08071-RA	rna-XM_040173494.1		GwA_05486-RA	
N0.HOG0010652	OG0007327	n0	jg3324.t1	ApeQuad08077-RA	rna-XM_040173306.1		GwA_05494-RA	
N0.HOG0010653	OG0007328	n0	jg3326.t1	ApeQuad08079-RA	rna-XM_040173294.1		GwA_05496-RA	
N0.HOG0010654	OG0007329	n0	jg3329.t1	ApeQuad08086-RA	rna-XM_040173343.1		GwA_05500-RA	
N0.HOG0010655	OG0007330	n0	jg3330.t1	ApeQuad08085-RA	rna-XM_040173324.1		GwA_05501-RA	
N0.HOG0010656	OG0007331	n0	jg3331.t1	ApeQuad08084-RA	rna-XM_040173331.1		GwA_05504-RA	
N0.HOG0010657	OG0007332	n0	jg3332.t1	ApeQuad08083-RA	rna-XM_040173338.1		GwA_05505-RA	
N0.HOG0010658	OG0007333	n0	jg3335.t1	ApeQuad08080-RA	rna-XM_040173317.1		GwA_05509-RA	
N0.HOG0010659	OG0007334	n0	jg3339.t1	ApeQuad08090-RA	rna-XM_040173332.1		GwA_05516-RA	
N0.HOG0010660	OG0007335	n0	jg3341.t1	ApeQuad08091-RA	rna-XM_040173615.1		GwA_05517-RA	
N0.HOG0010661	OG0007336	n0	jg3350.t1	ApeQuad08097-RA	rna-XM_040175102.1		GwA_05522-RA	
N0.HOG0010662	OG0007337	n0	jg3351.t1	ApeQuad08098-RA	rna-XM_040175105.1		GwA_05523-RA	
N0.HOG0010663	OG0007338	n0	jg3352.t1	ApeQuad08099-RA	rna-XM_040175100.1		GwA_05524-RA	
N0.HOG0010664	OG0007339	n0	jg3355.t1	ApeQuad08101-RA	rna-XM_040175101.1		GwA_05528-RA	
N0.HOG0010665	OG0007340	n0	jg3357.t1	ApeQuad08103-RA	rna-XM_040174492.1		GwA_05541-RA	
N0.HOG0010666	OG0007341	n0	jg3367.t1	ApeQuad08108-RA	rna-XM_040174842.1		GwA_05549-RA	
N0.HOG0010667	OG0007342	n0	jg3369.t1	ApeQuad08109-RA	rna-XM_040174785.1		GwA_05551-RA	
N0.HOG0010668	OG0007343	n0	jg3374.t1	ApeQuad08110-RA	rna-XM_040175271.1		GwA_05554-RA	
N0.HOG0010669	OG0007344	n0	jg3377.t1	ApeQuad08114-RA	rna-XM_040175144.1		GwA_05557-RA	
N0.HOG0010670	OG0007345	n0	jg3378.t1	ApeQuad08116-RA	rna-XM_040175135.1		GwA_05562-RA	
N0.HOG0010671	OG0007346	n0	jg3380.t1	ApeQuad08119-RA	rna-XM_040175164.1		GwA_05564-RA	
N0.HOG0010672	OG0007347	n0	jg3381.t1	ApeQuad08121-RA	rna-XM_040175137.1		GwA_05565-RA	
N0.HOG0010673	OG0007348	n0	jg3383.t1	ApeQuad08123-RA	rna-XM_040175131.1		GwA_05568-RA	
N0.HOG0010674	OG0007349	n0	jg3385.t1	ApeQuad08126-RA	rna-XM_040175161.1		GwA_05572-RA	
N0.HOG0010675	OG0007350	n0	jg3387.t1	ApeQuad08128-RA	rna-XM_040175172.1		GwA_05576-RA	
N0.HOG0010676	OG0007351	n0	jg3389.t1	ApeQuad08129-RA	rna-XM_040175130.1		GwA_05577-RA	
N0.HOG0010677	OG0007352	n0	jg3390.t1	ApeQuad08130-RA	rna-XM_040175169.1		GwA_05578-RA	
N0.HOG0010678	OG0007353	n0	jg3392.t1	ApeQuad08133-RA	rna-XM_040175148.1		GwA_05581-RA	
N0.HOG0010679	OG0007354	n0	jg3395.t1	ApeQuad08134-RA	rna-XM_040175165.1		GwA_05583-RA	
N0.HOG0010680	OG0007355	n0	jg3396.t1	ApeQuad08135-RA	rna-XM_040175138.1		GwA_05584-RA	
N0.HOG0010681	OG0007356	n0	jg3397.t1	ApeQuad08136-RA	rna-XM_040175142.1		GwA_05586-RA	
N0.HOG0010682	OG0007357	n0	jg3398.t1, jg3399.t1		rna-XM_040175155.1		GwA_05587-RA	
N0.HOG0010683	OG0007358	n0	jg3400.t1	ApeQuad08137-RA	rna-XM_040174759.1		GwA_05588-RA	
N0.HOG0010684	OG0007359	n0	jg3403.t1	ApeQuad08139-RA	rna-XM_040175548.1		GwA_05590-RA	
N0.HOG0010685	OG0007360	n0	jg3408.t1	ApeQuad08142-RA	rna-XM_040175442.1		GwA_05595-RA	
N0.HOG0010686	OG0007361	n0	jg3417.t1	ApeQuad08149-RA	rna-XM_040173623.1		GwA_05600-RA	
N0.HOG0010687	OG0007362	n0	jg3421.t1	ApeQuad08155-RA	rna-XM_040172655.1		GwA_05607-RA	
N0.HOG0010688	OG0007363	n0	jg3423.t1	ApeQuad08156-RA	rna-XM_040172656.1		GwA_05609-RA	
N0.HOG0010689	OG0007364	n0	jg3438.t1	ApeQuad08167-RA	rna-XM_040173699.1		GwA_05626-RA	
N0.HOG0010690	OG0007365	n0	jg3439.t1	ApeQuad08170-RA	rna-XM_040173695.1		GwA_05627-RA	
N0.HOG0010691	OG0007366	n0	jg3441.t1	ApeQuad08172-RA	rna-XM_040174540.1		GwA_05630-RA	
N0.HOG0010692	OG0007367	n0	jg3442.t1	ApeQuad08174-RA	rna-XM_040172783.1		GwA_05633-RA	
N0.HOG0010693	OG0007368	n0	jg3448.t1	ApeQuad08178-RA	rna-XM_040174853.1		GwA_05641-RA	
N0.HOG0010694	OG0007369	n0	jg3450.t1	ApeQuad08181-RA	rna-XM_040175009.1		GwA_05644-RA	
N0.HOG0010695	OG0007370	n0	jg3458.t1	ApeQuad08183-RA	rna-XM_040173674.1		GwA_05655-RA	
N0.HOG0010696	OG0007371	n0	jg3463.t1	ApeQuad08187-RA	rna-XM_040173677.1		GwA_05661-RA	
N0.HOG0010697	OG0007372	n0	jg3465.t1	ApeQuad08188-RA	rna-XM_040174084.1		GwA_05665-RA	
N0.HOG0010698	OG0007373	n0	jg3474.t1	ApeQuad08193-RA	rna-XM_040173641.1		GwA_05682-RA	
N0.HOG0010699	OG0007374	n0	jg3477.t1	ApeQuad08195-RA	rna-XM_040174506.1		GwA_05689-RA	
N0.HOG0010700	OG0007375	n0	jg3479.t1	ApeQuad08196-RA	rna-XM_040173546.1		GwA_05690-RA	
N0.HOG0010701	OG0007376	n0	jg3481.t1	ApeQuad08198-RA	rna-XM_040173545.1		GwA_05692-RA	
N0.HOG0010702	OG0007377	n0	jg3483.t1	ApeQuad08200-RA	rna-XM_040174920.1		GwA_05694-RA	
N0.HOG0010703	OG0007378	n0	jg3484.t1	ApeQuad08201-RA	rna-XM_040175308.1		GwA_05695-RA	
N0.HOG0010704	OG0007379	n0	jg3485.t1	ApeQuad08202-RA	rna-XM_040173614.1		GwA_05697-RA	
N0.HOG0010705	OG0007380	n0	jg3513.t2		rna-XM_040174896.1, rna-XM_040182956.1		GwA_05721-RA	
N0.HOG0010706	OG0007381	n0	jg3518.t1	ApeQuad08223-RA	rna-XM_040172535.1		GwA_05728-RA	
N0.HOG0010707	OG0007382	n0	jg3520.t1	ApeQuad08225-RA	rna-XM_040172533.1		GwA_05731-RA	
N0.HOG0010708	OG0007383	n0	jg3521.t1, jg3521.t2	ApeQuad08226-RA	rna-XM_040172506.1			
N0.HOG0010709	OG0007384	n0	jg3524.t1	ApeQuad08232-RA	rna-XM_040172504.1		GwA_05737-RA	
N0.HOG0010710	OG0007385	n0	jg3526.t1	ApeQuad08233-RA	rna-XM_040172525.1		GwA_05739-RA	
N0.HOG0010711	OG0007386	n0	jg3532.t1	ApeQuad08239-RA	rna-XM_040172528.1		GwA_05745-RA	
N0.HOG0010712	OG0007387	n0	jg3534.t1	ApeQuad08240-RA	rna-XM_040172541.1		GwA_05747-RA	
N0.HOG0010713	OG0007388	n0	jg3535.t1	ApeQuad08241-RA	rna-XM_040172521.1		GwA_05748-RA	
N0.HOG0010714	OG0007389	n0	jg3536.t1	ApeQuad08242-RA	rna-XM_040175236.1		GwA_05749-RA	
N0.HOG0010715	OG0007390	n0	jg3540.t1	ApeQuad08245-RA	rna-XM_040175233.1		GwA_05754-RA	
N0.HOG0010716	OG0007391	n0	jg3542.t1	ApeQuad08248-RA			GwA_05763-RA, GwA_05759-RA	
N0.HOG0010717	OG0007392	n0	jg3543.t1	ApeQuad08247-RA	rna-XM_040172903.1		GwA_05760-RA	
N0.HOG0010718	OG0007393	n0	jg3544.t1		rna-XM_040172902.1		GwA_05761-RA, GwA_05762-RA	
N0.HOG0010719	OG0007394	n0	jg3548.t1	ApeQuad08253-RA	rna-XM_040174441.1		GwA_05773-RA	
N0.HOG0010720	OG0007395	n0	jg3549.t1	ApeQuad08254-RA	rna-XM_040173548.1		GwA_05774-RA	
N0.HOG0010721	OG0007396	n0	jg3551.t1	ApeQuad08260-RA	rna-XM_040173496.1		GwA_05776-RA	
N0.HOG0010722	OG0007397	n0	jg3553.t1	ApeQuad08262-RA	rna-XM_040173501.1		GwA_05778-RA	
N0.HOG0010723	OG0007398	n0	jg3554.t1, jg3555.t1		rna-XM_040173505.1		GwA_05782-RA	
N0.HOG0010724	OG0007399	n0	jg3558.t1	ApeQuad08265-RA	rna-XM_040173516.1		GwA_05785-RA	
N0.HOG0010725	OG0007400	n0	jg3559.t1	ApeQuad08266-RA	rna-XM_040173517.1		GwA_05786-RA	
N0.HOG0010726	OG0007401	n0	jg3563.t1	ApeQuad08270-RA	rna-XM_040173510.1		GwA_05791-RA	
N0.HOG0010727	OG0007402	n0	jg3565.t1	ApeQuad08273-RA	rna-XM_040174888.1		GwA_05793-RA	
N0.HOG0010728	OG0007403	n0	jg3572.t1	ApeQuad08278-RA	rna-XM_040175501.1		GwA_05804-RA	
N0.HOG0010729	OG0007404	n0	jg3575.t1	ApeQuad08279-RA	rna-XM_040174502.1		GwA_05808-RA	
N0.HOG0010730	OG0007405	n0	jg3578.t1	ApeQuad08282-RA	rna-XM_040173690.1		GwA_05812-RA	
N0.HOG0010731	OG0007406	n0	jg3581.t1	ApeQuad08283-RA	rna-XM_040175124.1		GwA_05814-RA	
N0.HOG0010732	OG0007407	n0	jg3588.t1	ApeQuad08286-RA	rna-XM_040172555.1		GwA_05822-RA	
N0.HOG0010733	OG0007408	n0	jg3590.t1	ApeQuad08287-RA	rna-XM_040172557.1		GwA_05825-RA	
N0.HOG0010734	OG0007409	n0	jg3591.t1	ApeQuad08288-RA	rna-XM_040172558.1		GwA_05826-RA	
N0.HOG0010735	OG0007410	n0	jg3593.t1	ApeQuad08291-RA	rna-XM_040173214.1		GwA_05828-RA	
N0.HOG0010736	OG0007411	n0	jg3594.t1	ApeQuad08292-RA	rna-XM_040173210.1		GwA_05831-RA	
N0.HOG0010737	OG0007412	n0	jg3597.t1	ApeQuad08295-RA	rna-XM_040174181.1		GwA_05839-RA	
N0.HOG0010738	OG0007413	n0	jg3598.t1	ApeQuad08296-RA	rna-XM_040174624.1		GwA_05841-RA	
N0.HOG0010739	OG0007414	n0	jg3603.t1	ApeQuad08299-RA	rna-XM_040175641.1		GwA_05846-RA	
N0.HOG0010740	OG0007415	n0	jg3604.t1	ApeQuad08300-RA	rna-XM_040174838.1		GwA_05848-RA	
N0.HOG0010741	OG0007416	n0	jg3607.t1	ApeQuad08302-RA	rna-XM_040174299.1		GwA_05853-RA	
N0.HOG0010742	OG0007417	n0	jg3610.t1	ApeQuad08305-RA	rna-XM_040174294.1		GwA_05855-RA	
N0.HOG0010743	OG0007418	n0	jg3618.t1	ApeQuad08309-RA	rna-XM_040172705.1		GwA_05862-RA	
N0.HOG0010744	OG0007419	n0	jg3621.t1	ApeQuad08311-RA	rna-XM_040172709.1		GwA_05865-RA	
N0.HOG0010745	OG0007420	n0	jg3622.t1	ApeQuad08312-RA	rna-XM_040172708.1		GwA_05866-RA	
N0.HOG0010746	OG0007421	n0	jg3623.t1	ApeQuad08313-RA	rna-XM_040172714.1		GwA_05867-RA	
