HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N2.HOG0010371	OG0008259	n0					g21480.t1	
N2.HOG0010372	OG0008260	n0					g21479.t1	
N2.HOG0010373	OG0008261	n0					g21476.t1	
N2.HOG0010374	OG0008262	n0					g21475.t1	
N2.HOG0010375	OG0008263	n0					g21473.t1	
N2.HOG0010376	OG0008264	n0					g21469.t1	
N2.HOG0010377	OG0008265	n0					g21468.t1	
N2.HOG0010378	OG0008266	n0					g21467.t1	
N2.HOG0010379	OG0008267	n0					g21465.t1	
N2.HOG0010380	OG0008268	n0					g21466.t1	
N2.HOG0010381	OG0008269	n0					g21463.t1	
N2.HOG0010382	OG0008270	n0					g21461.t1	
N2.HOG0010383	OG0008271	n0					g21457.t2	
N2.HOG0010384	OG0008272	n0					g21456.t1	
N2.HOG0010385	OG0008273	n0					g21455.t2	
N2.HOG0010386	OG0008274	n0					g21454.t1	
N2.HOG0010387	OG0008275	n0					g21453.t1	
N2.HOG0010388	OG0008276	n0					g21450.t1	
N2.HOG0010389	OG0008277	n0					g21447.t1	
N2.HOG0010390	OG0008278	n0					g21442.t1	
N2.HOG0010391	OG0008279	n0					g21440.t1	
N2.HOG0010392	OG0008280	n0					g21439.t1	
N2.HOG0010393	OG0008281	n0					g21438.t1	
N2.HOG0010394	OG0008282	n0					g21437.t1	
N2.HOG0010395	OG0008283	n0					g21436.t1	
N2.HOG0010396	OG0008284	n0					g21435.t2	
N2.HOG0010397	OG0008285	n0					g21433.t1	
N2.HOG0010398	OG0008286	n0					g21429.t1	
N2.HOG0010399	OG0008287	n0					g21428.t1	
N2.HOG0010400	OG0008288	n0					g21427.t1	
N2.HOG0010401	OG0008289	n0					g21426.t1	
N2.HOG0010402	OG0008290	n0					g21424.t1	
N2.HOG0010403	OG0008291	n0					g21423.t1	
N2.HOG0010404	OG0008292	n0					g21422.t1	
N2.HOG0010405	OG0008293	n0					g21421.t2	
N2.HOG0010406	OG0008294	n0					g21419.t1	
N2.HOG0010407	OG0008295	n0					g21418.t1	
N2.HOG0010408	OG0008296	n0					g21417.t1	
N2.HOG0010409	OG0008297	n0					g21416.t1	
N2.HOG0010410	OG0008298	n0					g21413.t1	
N2.HOG0010411	OG0008299	n0					g21412.t1	
N2.HOG0010412	OG0008300	n0					g21411.t1	
N2.HOG0010413	OG0008301	n0					g21410.t1	
N2.HOG0010414	OG0008302	n0					g21408.t1	
N2.HOG0010415	OG0008303	n0					g21404.t1	
N2.HOG0010416	OG0008304	n0					g21403.t2	
N2.HOG0010417	OG0008305	n0					g21400.t3	
N2.HOG0010418	OG0008306	n0					g21398.t1	
N2.HOG0010419	OG0008307	n0					g21397.t1	
N2.HOG0010420	OG0008308	n0					g21396.t1	
N2.HOG0010421	OG0008309	n0					g21394.t2	
N2.HOG0010422	OG0008310	n0					g21393.t1	
N2.HOG0010423	OG0008311	n0					g21392.t1	
N2.HOG0010424	OG0008312	n0					g21391.t1	
N2.HOG0010425	OG0008313	n0					g21390.t1	
N2.HOG0010426	OG0008314	n0					g21389.t1	
N2.HOG0010427	OG0008315	n0					g21385.t2	
N2.HOG0010428	OG0008316	n0					g21384.t7	
N2.HOG0010429	OG0008317	n0					g21382.t1	
N2.HOG0010430	OG0008318	n0					g21381.t1	
N2.HOG0010431	OG0008319	n0					g21377.t1	
N2.HOG0010432	OG0008320	n0					g21375.t1	
N2.HOG0010433	OG0008321	n0					g21371.t1	
N2.HOG0010434	OG0008322	n0					g21366.t1	
N2.HOG0010435	OG0008323	n0					g21365.t2	
N2.HOG0010436	OG0008324	n0					g21362.t2	
N2.HOG0010437	OG0008325	n0					g21359.t1	
N2.HOG0010438	OG0008326	n0					g21355.t1	
N2.HOG0010439	OG0008327	n0					g21353.t1	
N2.HOG0010440	OG0008328	n0					g21352.t2	
N2.HOG0010441	OG0008329	n0					g21351.t1	
N2.HOG0010442	OG0008330	n0					g21349.t1	
N2.HOG0010443	OG0008331	n0					g21344.t2	
N2.HOG0010444	OG0008332	n0					g21343.t1	
N2.HOG0010445	OG0008333	n0					g21342.t1	
N2.HOG0010446	OG0008334	n0					g21341.t1	
N2.HOG0010447	OG0008335	n0					g21340.t1	
N2.HOG0010448	OG0008336	n0					g21339.t1	
N2.HOG0010449	OG0008337	n0					g21333.t1	
N2.HOG0010450	OG0008338	n0					g21329.t1	
N2.HOG0010451	OG0008339	n0					g21327.t1	
N2.HOG0010452	OG0008340	n0					g21328.t1	
N2.HOG0010453	OG0008341	n0					g21326.t1	
N2.HOG0010454	OG0008342	n0					g21324.t3	
N2.HOG0010455	OG0008343	n0					g21323.t1	
N2.HOG0010456	OG0008344	n0					g21322.t1	
N2.HOG0010457	OG0008345	n0					g21321.t1	
N2.HOG0010458	OG0008346	n0					g21320.t1	
N2.HOG0010459	OG0008347	n0					g21319.t1	
N2.HOG0010460	OG0008348	n0					g21314.t1	
N2.HOG0010461	OG0008349	n0					g21312.t1	
N2.HOG0010462	OG0008350	n0					g21310.t1	
N2.HOG0010463	OG0008351	n0					g21301.t2	
N2.HOG0010464	OG0008352	n0					g21298.t1	
N2.HOG0010465	OG0008353	n0					g21288.t2	
N2.HOG0010466	OG0008354	n0					g21286.t2	
N2.HOG0010467	OG0008355	n0					g21284.t1	
N2.HOG0010468	OG0008356	n0					g21283.t1	
N2.HOG0010469	OG0008357	n0					g21282.t1	
N2.HOG0010470	OG0008358	n0					g21281.t1	
N2.HOG0010471	OG0008359	n0					g21280.t1	
N2.HOG0010472	OG0008360	n0					g21279.t1	
N2.HOG0010473	OG0008361	n0					g21196.t2	
N2.HOG0010474	OG0008362	n0					g21199.t1	
N2.HOG0010475	OG0008363	n0					g21200.t1	
N2.HOG0010476	OG0008364	n0					g21201.t1	
N2.HOG0010477	OG0008365	n0					g21202.t1	
N2.HOG0010478	OG0008366	n0					g21204.t1	
N2.HOG0010479	OG0008367	n0					g21211.t1	
N2.HOG0010480	OG0008368	n0					g21212.t1	
N2.HOG0010481	OG0008369	n0					g21213.t1	
N2.HOG0010482	OG0008370	n0					g21214.t1	
N2.HOG0010483	OG0008371	n0					g21215.t2	
N2.HOG0010484	OG0008372	n0					g21216.t1	
N2.HOG0010485	OG0008373	n0					g21222.t1	
N2.HOG0010486	OG0008374	n0					g21223.t1	
N2.HOG0010487	OG0008375	n0					g21226.t3	
N2.HOG0010488	OG0008376	n0					g21229.t1	
N2.HOG0010489	OG0008377	n0					g21230.t1	
N2.HOG0010490	OG0008378	n0					g21232.t1	
N2.HOG0010491	OG0008379	n0					g21234.t1	
N2.HOG0010492	OG0008380	n0					g21235.t1	
N2.HOG0010493	OG0008381	n0					g21237.t2	
N2.HOG0010494	OG0008382	n0					g21238.t1	
N2.HOG0010495	OG0008383	n0					g21241.t3	
N2.HOG0010496	OG0008384	n0					g21248.t1	
N2.HOG0010497	OG0008385	n0					g21250.t1	
N2.HOG0010498	OG0008386	n0					g21252.t1	
N2.HOG0010499	OG0008387	n0					g21253.t1	
N2.HOG0010500	OG0008388	n0					g21254.t1	
N2.HOG0010501	OG0008389	n0					g21255.t1	
N2.HOG0010502	OG0008390	n0					g21257.t1	
N2.HOG0010503	OG0008391	n0					g21258.t1	
N2.HOG0010504	OG0008392	n0					g21259.t2	
N2.HOG0010505	OG0008393	n0					g21260.t1	
N2.HOG0010506	OG0008394	n0					g21262.t1	
N2.HOG0010507	OG0008395	n0					g21267.t1	
N2.HOG0010508	OG0008396	n0					g21270.t2	
N2.HOG0010509	OG0008397	n0					g21271.t1	
N2.HOG0010510	OG0008398	n0					g21273.t1	
N2.HOG0010511	OG0008399	n0					g21188.t1	
N2.HOG0010512	OG0008400	n0					g21187.t1	
N2.HOG0010513	OG0008401	n0					g21179.t1	
N2.HOG0010514	OG0008402	n0					g21177.t1	
N2.HOG0010515	OG0008403	n0					g21175.t1	
N2.HOG0010516	OG0008404	n0					g21173.t1	
N2.HOG0010517	OG0008405	n0					g21172.t1	
N2.HOG0010518	OG0008406	n0					g21171.t1	
N2.HOG0010519	OG0008407	n0					g21170.t1	
N2.HOG0010520	OG0008408	n0					g21168.t1	
N2.HOG0010521	OG0008409	n0					g21167.t1	
N2.HOG0010522	OG0008410	n0					g21164.t2	
N2.HOG0010523	OG0008411	n0					g21162.t1	
N2.HOG0010524	OG0008412	n0					g21161.t1	
N2.HOG0010525	OG0008413	n0					g21163.t1	
N2.HOG0010526	OG0008414	n0					g21160.t2	
N2.HOG0010527	OG0008415	n0					g21158.t1	
N2.HOG0010528	OG0008416	n0					g21157.t3	
N2.HOG0010529	OG0008417	n0					g21154.t1	
N2.HOG0010530	OG0008418	n0					g21153.t1	
N2.HOG0010531	OG0008419	n0					g21151.t2	
N2.HOG0010532	OG0008420	n0					g21150.t1	
N2.HOG0010533	OG0008421	n0					g21147.t1	
N2.HOG0010534	OG0008422	n0					g21146.t1	
N2.HOG0010535	OG0008423	n0					g21143.t1	
N2.HOG0010536	OG0008424	n0					g21142.t1	
N2.HOG0010537	OG0008425	n0					g21139.t2	
N2.HOG0010538	OG0008426	n0					g21127.t1	
N2.HOG0010539	OG0008427	n0					g21126.t1	
N2.HOG0010540	OG0008428	n0					g21124.t1	
N2.HOG0010541	OG0008429	n0					g21121.t1	
N2.HOG0010542	OG0008430	n0					g21111.t1	
N2.HOG0010543	OG0008431	n0					g21109.t1	
N2.HOG0010544	OG0008432	n0					g21105.t1	
N2.HOG0010545	OG0008433	n0					g21104.t1	
N2.HOG0010546	OG0008434	n0					g21103.t1	
N2.HOG0010547	OG0008435	n0					g21102.t1	
N2.HOG0010548	OG0008436	n0					g21095.t2	
N2.HOG0010549	OG0008437	n0					g21094.t1	
N2.HOG0010550	OG0008438	n0					g21093.t1	
N2.HOG0010551	OG0008439	n0					g21092.t1	
N2.HOG0010552	OG0008440	n0					g21088.t1	
N2.HOG0010553	OG0008441	n0					g21087.t1	
N2.HOG0010554	OG0008442	n0					g2907.t1	
N2.HOG0010555	OG0008443	n0					g21085.t1	
N2.HOG0010556	OG0008444	n0					g21084.t1	
N2.HOG0010557	OG0008445	n0					g21083.t3	
N2.HOG0010558	OG0008446	n0					g21079.t4	
N2.HOG0010559	OG0008447	n0					g21078.t1	
N2.HOG0010560	OG0008448	n0					g21077.t1	
N2.HOG0010561	OG0008449	n0					g21074.t2	
N2.HOG0010562	OG0008450	n0					g21071.t1	
N2.HOG0010563	OG0008451	n0					g21069.t1	
N2.HOG0010564	OG0008452	n0					g21064.t1	
N2.HOG0010565	OG0008453	n0					g21063.t1	
N2.HOG0010566	OG0008454	n0					g21062.t1	
N2.HOG0010567	OG0008455	n0					g21061.t2	
N2.HOG0010568	OG0008457	n0					g21059.t1	
N2.HOG0010569	OG0008458	n0					g21058.t1	
N2.HOG0010570	OG0008459	n0					g21057.t1	
N2.HOG0010571	OG0008460	n0					g21056.t2	
N2.HOG0010572	OG0008461	n0					g21053.t1	
N2.HOG0010573	OG0008462	n0					g21050.t2	
N2.HOG0010574	OG0008463	n0					g21037.t1	
N2.HOG0010575	OG0008464	n0					g21032.t1	
N2.HOG0010576	OG0008465	n0					g21031.t1	
N2.HOG0010577	OG0008466	n0					g21030.t1	
N2.HOG0010578	OG0008467	n0					g21029.t1	
N2.HOG0010579	OG0008468	n0					g21026.t1	
N2.HOG0010580	OG0008469	n0					g21023.t4	
N2.HOG0010581	OG0008471	n0					g21022.t1	
N2.HOG0010582	OG0008472	n0					g21018.t2	
N2.HOG0010583	OG0008473	n0					g21006.t1	
N2.HOG0010584	OG0008474	n0					g21005.t1	
N2.HOG0010585	OG0008475	n0					g21004.t1	
N2.HOG0010586	OG0008476	n0					g21003.t1	
N2.HOG0010587	OG0008477	n0					g20999.t1	
N2.HOG0010588	OG0008478	n0					g20998.t2	
N2.HOG0010589	OG0008479	n0					g20994.t1	
N2.HOG0010590	OG0008480	n0					g20990.t1	
N2.HOG0010591	OG0008481	n0					g20985.t1	
N2.HOG0010592	OG0008482	n0					g20981.t1	
N2.HOG0010593	OG0008483	n0					g20976.t1	
N2.HOG0010594	OG0008484	n0					g20975.t1	
N2.HOG0010595	OG0008485	n0					g20973.t1	
N2.HOG0010596	OG0008486	n0					g20967.t1	
N2.HOG0010597	OG0008487	n0					g20966.t2	
N2.HOG0010598	OG0008488	n0					g20962.t2	
N2.HOG0010599	OG0008489	n0					g20961.t1	
N2.HOG0010600	OG0008490	n0					g20951.t1	
N2.HOG0010601	OG0008491	n0					g20949.t1	
N2.HOG0010602	OG0008492	n0					g20947.t1	
N2.HOG0010603	OG0008493	n0					g20944.t1	
N2.HOG0010604	OG0008494	n0					g20943.t2	
N2.HOG0010605	OG0008495	n0					g20942.t1	
N2.HOG0010606	OG0008496	n0					g20941.t1	
N2.HOG0010607	OG0008497	n0					g20940.t1	
N2.HOG0010608	OG0008498	n0					g20938.t1	
N2.HOG0010609	OG0008499	n0					g20933.t1	
N2.HOG0010610	OG0008500	n0					g20930.t1	
N2.HOG0010611	OG0008501	n0					g20929.t1	
N2.HOG0010612	OG0008502	n0					g20927.t2	
N2.HOG0010613	OG0008503	n0					g20924.t1	
N2.HOG0010614	OG0008504	n0					g20922.t1	
N2.HOG0010615	OG0008505	n0					g20921.t1	
N2.HOG0010616	OG0008506	n0					g20915.t1	
N2.HOG0010617	OG0008507	n0					g20913.t1	
N2.HOG0010618	OG0008508	n0					g20912.t1	
N2.HOG0010619	OG0008509	n0					g20911.t1	
N2.HOG0010620	OG0008510	n0					g20908.t1	
N2.HOG0010621	OG0008511	n0					g20907.t1	
N2.HOG0010622	OG0008512	n0					g20906.t1	
N2.HOG0010623	OG0008513	n0					g20905.t1	
N2.HOG0010624	OG0008514	n0					g20904.t3	
N2.HOG0010625	OG0008515	n0					g20902.t1	
N2.HOG0010626	OG0008516	n0					g20900.t1	
N2.HOG0010627	OG0008517	n0					g20899.t1	
N2.HOG0010628	OG0008518	n0					g20898.t1	
N2.HOG0010629	OG0008519	n0					g20894.t1	
N2.HOG0010630	OG0008520	n0					g20891.t1	
N2.HOG0010631	OG0008521	n0					g20889.t1	
N2.HOG0010632	OG0008522	n0					g20887.t2	
N2.HOG0010633	OG0008523	n0					g20884.t1	
N2.HOG0010634	OG0008524	n0					g20883.t2	
N2.HOG0010635	OG0008525	n0					g20882.t1	
N2.HOG0010636	OG0008526	n0					g20874.t1	
N2.HOG0010637	OG0008527	n0					g20871.t1	
N2.HOG0010638	OG0008528	n0					g20869.t1	
N2.HOG0010639	OG0008529	n0					g20867.t1	
N2.HOG0010640	OG0008530	n0					g20865.t2	
N2.HOG0010641	OG0008531	n0					g20863.t1	
N2.HOG0010642	OG0008532	n0					g20859.t1	
N2.HOG0010643	OG0008533	n0					g20858.t1	
N2.HOG0010644	OG0008534	n0					g20857.t1	
N2.HOG0010645	OG0008535	n0					g20856.t1	
N2.HOG0010646	OG0008536	n0					g20855.t1	
N2.HOG0010647	OG0008537	n0					g20853.t1	
N2.HOG0010648	OG0008538	n0					g20852.t1	
N2.HOG0010649	OG0008539	n0					g20850.t1	
N2.HOG0010650	OG0008540	n0					g20848.t1	
N2.HOG0010651	OG0008541	n0					g20847.t1	
N2.HOG0010652	OG0008542	n0					g20843.t1	
N2.HOG0010653	OG0008543	n0					g20840.t1	
N2.HOG0010654	OG0008544	n0					g20839.t1	
N2.HOG0010655	OG0008545	n0					g20838.t1	
N2.HOG0010656	OG0008546	n0					g20837.t1	
N2.HOG0010657	OG0008547	n0					g20836.t1	
N2.HOG0010658	OG0008548	n0					g20835.t1	
N2.HOG0010659	OG0008549	n0					g20830.t1	
N2.HOG0010660	OG0008550	n0					g20827.t1	
N2.HOG0010661	OG0008551	n0					g20823.t1	
N2.HOG0010662	OG0008552	n0					g20822.t1	
N2.HOG0010663	OG0008553	n0					g20821.t1	
N2.HOG0010664	OG0008554	n0					g20819.t1	
N2.HOG0010665	OG0008555	n0					g20818.t1	
N2.HOG0010666	OG0008556	n0					g20816.t2	
N2.HOG0010667	OG0008557	n0					g20815.t1	
N2.HOG0010668	OG0008558	n0					g20811.t1	
N2.HOG0010669	OG0008559	n0					g20812.t2	
N2.HOG0010670	OG0008560	n0					g20810.t1	
N2.HOG0010671	OG0008561	n0					g20800.t1	
N2.HOG0010672	OG0008562	n0					g20798.t1	
N2.HOG0010673	OG0008563	n0					g20797.t1	
N2.HOG0010674	OG0008564	n0					g20794.t1	
N2.HOG0010675	OG0008565	n0					g20793.t1	
N2.HOG0010676	OG0008566	n0					g20792.t1	
N2.HOG0010677	OG0008567	n0					g20791.t1	
N2.HOG0010678	OG0008568	n0					g20789.t1	
N2.HOG0010679	OG0008569	n0					g20787.t1	
N2.HOG0010680	OG0008570	n0					g20784.t1	
N2.HOG0010681	OG0008571	n0					g20777.t1	
N2.HOG0010682	OG0008572	n0					g20775.t2	
N2.HOG0010683	OG0008573	n0					g20774.t1	
N2.HOG0010684	OG0008574	n0					g20773.t2	
N2.HOG0010685	OG0008575	n0					g20771.t1	
N2.HOG0010686	OG0008576	n0					g20770.t1	
N2.HOG0010687	OG0008577	n0					g20769.t1	
N2.HOG0010688	OG0008578	n0					g20766.t1	
N2.HOG0010689	OG0008579	n0					g20765.t2	
N2.HOG0010690	OG0008580	n0					g20763.t1	
N2.HOG0010691	OG0008581	n0					g20762.t1	
N2.HOG0010692	OG0008582	n0					g20761.t1	
N2.HOG0010693	OG0008583	n0					g20758.t1	
N2.HOG0010694	OG0008584	n0					g20756.t1	
N2.HOG0010695	OG0008585	n0					g20755.t1	
N2.HOG0010696	OG0008586	n0					g20753.t2	
N2.HOG0010697	OG0008587	n0					g20752.t1	
N2.HOG0010698	OG0008588	n0					g20751.t1	
N2.HOG0010699	OG0008589	n0					g20750.t1	
N2.HOG0010700	OG0008590	n0					g20747.t1	
N2.HOG0010701	OG0008591	n0					g20746.t1	
N2.HOG0010702	OG0008592	n0					g20745.t1	
N2.HOG0010703	OG0008593	n0					g20744.t1	
N2.HOG0010704	OG0008594	n0					g20741.t1	
N2.HOG0010705	OG0008595	n0					g20739.t1	
N2.HOG0010706	OG0008596	n0					g9472.t1	
N2.HOG0010707	OG0008597	n0					g7470.t1	
N2.HOG0010708	OG0008598	n0					g7474.t1	
N2.HOG0010709	OG0008599	n0					g7475.t1	
N2.HOG0010710	OG0008600	n0					g7477.t1	
N2.HOG0010711	OG0008601	n0					g7481.t1	
N2.HOG0010712	OG0008602	n0					g7484.t1	
N2.HOG0010713	OG0008603	n0					g7468.t1	
N2.HOG0010714	OG0008604	n0					g7467.t1	
N2.HOG0010715	OG0008605	n0					g7464.t1	
N2.HOG0010716	OG0008606	n0					g7463.t1	
N2.HOG0010717	OG0008607	n0					g7456.t1	
N2.HOG0010718	OG0008608	n0					g7452.t1	
N2.HOG0010719	OG0008609	n0					g7449.t1	
N2.HOG0010720	OG0008610	n0					g7448.t2	
N2.HOG0010721	OG0008611	n0					g7447.t1	
N2.HOG0010722	OG0008612	n0					g7443.t1	
N2.HOG0010723	OG0008613	n0					g7442.t1	
N2.HOG0010724	OG0008614	n0					g7439.t1	
N2.HOG0010725	OG0008615	n0					g7437.t1	
N2.HOG0010726	OG0008616	n0					g7438.t1	
N2.HOG0010727	OG0008617	n0					g7436.t1	
N2.HOG0010728	OG0008618	n0					g7435.t2	
N2.HOG0010729	OG0008619	n0					g7430.t1	
N2.HOG0010730	OG0008620	n0					g7429.t2	
N2.HOG0010731	OG0008621	n0					g7428.t1	
N2.HOG0010732	OG0008622	n0					g7404.t1	
N2.HOG0010733	OG0008623	n0					g7406.t1	
N2.HOG0010734	OG0008624	n0					g7407.t1	
N2.HOG0010735	OG0008625	n0					g7410.t2	
N2.HOG0010736	OG0008626	n0					g7414.t1	
N2.HOG0010737	OG0008627	n0					g7415.t3	
N2.HOG0010738	OG0008628	n0					g7416.t1	
N2.HOG0010739	OG0008629	n0					g7418.t1	
N2.HOG0010740	OG0008630	n0					g7420.t1	
N2.HOG0010741	OG0008631	n0					g7421.t1	
N2.HOG0010742	OG0008632	n0					g7422.t1	
N2.HOG0010743	OG0008633	n0					g7423.t1	
N2.HOG0010744	OG0008634	n0					g7424.t1	
N2.HOG0010745	OG0008635	n0					g7425.t1	
N2.HOG0010746	OG0008636	n0					g7426.t1	
N2.HOG0010747	OG0008637	n0					g7396.t1	
N2.HOG0010748	OG0008638	n0					g7398.t1	
N2.HOG0010749	OG0008639	n0					g7399.t1	
N2.HOG0010750	OG0008640	n0					g7400.t3	
N2.HOG0010751	OG0008641	n0					g7401.t1	
N2.HOG0010752	OG0008642	n0					g7402.t1	
N2.HOG0010753	OG0008643	n0					g7395.t1	
N2.HOG0010754	OG0008644	n0					g7394.t1	
N2.HOG0010755	OG0008645	n0					g7391.t2	
N2.HOG0010756	OG0008646	n0					g7390.t1	
N2.HOG0010757	OG0008647	n0					g7389.t1	
N2.HOG0010758	OG0008648	n0					g7386.t1	
N2.HOG0010759	OG0008649	n0					g7385.t1	
N2.HOG0010760	OG0008650	n0					g7384.t1	
N2.HOG0010761	OG0008651	n0					g7382.t2	
N2.HOG0010762	OG0008652	n0					g7380.t1	
N2.HOG0010763	OG0008653	n0					g7378.t1	
N2.HOG0010764	OG0008654	n0					g7377.t1	
N2.HOG0010765	OG0008655	n0					g7376.t1	
N2.HOG0010766	OG0008656	n0					g7372.t1	
N2.HOG0010767	OG0008657	n0					g7370.t1	
N2.HOG0010768	OG0008658	n0					g7365.t1	
N2.HOG0010769	OG0008659	n0					g7364.t1	
N2.HOG0010770	OG0008660	n0					g7363.t1	
N2.HOG0010771	OG0008661	n0					g7360.t1	
N2.HOG0010772	OG0008662	n0					g7361.t1	
N2.HOG0010773	OG0008663	n0					g7358.t1	
N2.HOG0010774	OG0008664	n0					g7356.t1	
N2.HOG0010775	OG0008665	n0					g7354.t1	
N2.HOG0010776	OG0008666	n0					g7353.t1	
N2.HOG0010777	OG0008667	n0					g7352.t1	
N2.HOG0010778	OG0008668	n0					g7336.t2	
N2.HOG0010779	OG0008669	n0					g7334.t1	
N2.HOG0010780	OG0008670	n0					g7331.t1, g7332.t1	
N2.HOG0010781	OG0008671	n0					g7330.t1	
N2.HOG0010782	OG0008672	n0					g7328.t1	
N2.HOG0010783	OG0008673	n0					g7329.t1	
N2.HOG0010784	OG0008674	n0					g7327.t2	
N2.HOG0010785	OG0008675	n0					g7326.t2	
N2.HOG0010786	OG0008676	n0					g7325.t2	
N2.HOG0010787	OG0008677	n0					g7324.t1	
N2.HOG0010788	OG0008678	n0					g7323.t1	
N2.HOG0010789	OG0008679	n0					g7321.t1	
N2.HOG0010790	OG0008680	n0					g7319.t1	
N2.HOG0010791	OG0008681	n0					g7318.t1	
N2.HOG0010792	OG0008682	n0					g7311.t1	
N2.HOG0010793	OG0008683	n0					g7310.t1	
N2.HOG0010794	OG0008684	n0					g7308.t1	
N2.HOG0010795	OG0008685	n0					g7307.t1	
N2.HOG0010796	OG0008686	n0					g7305.t1	
N2.HOG0010797	OG0008687	n0					g7304.t1	
N2.HOG0010798	OG0008688	n0					g7301.t1	
N2.HOG0010799	OG0008689	n0					g7300.t1	
N2.HOG0010800	OG0008690	n0					g7298.t1	
N2.HOG0010801	OG0008691	n0					g7291.t1	
N2.HOG0010802	OG0008692	n0					g7289.t1	
N2.HOG0010803	OG0008693	n0					g7287.t1	
N2.HOG0010804	OG0008694	n0					g7286.t1	
N2.HOG0010805	OG0008695	n0					g7285.t1	
N2.HOG0010806	OG0008696	n0					g7283.t1	
N2.HOG0010807	OG0008697	n0					g7282.t1	
N2.HOG0010808	OG0008698	n0					g7278.t3	
N2.HOG0010809	OG0008699	n0					g7277.t1	
N2.HOG0010810	OG0008700	n0					g7272.t1	
N2.HOG0010811	OG0008701	n0					g7271.t1	
N2.HOG0010812	OG0008702	n0					g7268.t2	
N2.HOG0010813	OG0008703	n0					g7261.t1	
N2.HOG0010814	OG0008704	n0					g7258.t1	
N2.HOG0010815	OG0008705	n0					g7257.t2	
N2.HOG0010816	OG0008706	n0					g7256.t1	
N2.HOG0010817	OG0008707	n0					g7252.t1	
N2.HOG0010818	OG0008708	n0					g7250.t1	
N2.HOG0010819	OG0008709	n0					g7249.t1	
N2.HOG0010820	OG0008710	n0					g7246.t2	
N2.HOG0010821	OG0008711	n0					g7247.t1	
N2.HOG0010822	OG0008712	n0					g7241.t1	
N2.HOG0010823	OG0008713	n0					g7240.t1	
N2.HOG0010824	OG0008714	n0					g7233.t2	
N2.HOG0010825	OG0008715	n0					g7231.t1	
N2.HOG0010826	OG0008716	n0					g7229.t1	
N2.HOG0010827	OG0008717	n0					g7228.t1	
N2.HOG0010828	OG0008718	n0					g7227.t1	
N2.HOG0010829	OG0008719	n0					g7226.t1	
N2.HOG0010830	OG0008720	n0					g7222.t1	
N2.HOG0010831	OG0008721	n0					g7221.t1	
N2.HOG0010832	OG0008722	n0					g7220.t1	
N2.HOG0010833	OG0008723	n0					g7217.t1	
N2.HOG0010834	OG0008724	n0					g7216.t1	
N2.HOG0010835	OG0008725	n0					g7213.t2	
N2.HOG0010836	OG0008726	n0					g7211.t1	
N2.HOG0010837	OG0008727	n0					g7210.t1	
N2.HOG0010838	OG0008728	n0					g7208.t1	
N2.HOG0010839	OG0008729	n0					g7207.t1	
N2.HOG0010840	OG0008730	n0					g7205.t1	
N2.HOG0010841	OG0008731	n0					g7203.t1	
N2.HOG0010842	OG0008732	n0					g7202.t1	
N2.HOG0010843	OG0008733	n0					g7199.t1	
N2.HOG0010844	OG0008734	n0					g7195.t1	
N2.HOG0010845	OG0008735	n0					g7193.t1	
N2.HOG0010846	OG0008736	n0					g7194.t1	
N2.HOG0010847	OG0008737	n0					g7188.t1	
N2.HOG0010848	OG0008738	n0					g7190.t1	
N2.HOG0010849	OG0008739	n0					g7189.t1	
N2.HOG0010850	OG0008740	n0					g7186.t1	
N2.HOG0010851	OG0008741	n0					g7187.t1	
N2.HOG0010852	OG0008742	n0					g7176.t1	
N2.HOG0010853	OG0008743	n0					g7181.t1	
N2.HOG0010854	OG0008744	n0					g7180.t1	
N2.HOG0010855	OG0008745	n0					g7178.t2	
N2.HOG0010856	OG0008746	n0					g7173.t1	
N2.HOG0010857	OG0008747	n0					g7172.t1	
N2.HOG0010858	OG0008748	n0					g7171.t1	
N2.HOG0010859	OG0008749	n0					g7170.t1	
N2.HOG0010860	OG0008750	n0					g7161.t3	
N2.HOG0010861	OG0008751	n0					g7160.t2	
N2.HOG0010862	OG0008752	n0					g7159.t1	
N2.HOG0010863	OG0008753	n0					g7158.t1	
N2.HOG0010864	OG0008754	n0					g7155.t2	
N2.HOG0010865	OG0008755	n0					g7154.t1	
N2.HOG0010866	OG0008756	n0					g7150.t2	
N2.HOG0010867	OG0008757	n0					g7149.t1	
N2.HOG0010868	OG0008758	n0					g7147.t1	
N2.HOG0010869	OG0008759	n0					g7146.t1	
N2.HOG0010870	OG0008760	n0					g7145.t1	
N2.HOG0010871	OG0008761	n0					g7140.t1	
N2.HOG0010872	OG0008762	n0					g7139.t1, g7138.t1	
N2.HOG0010873	OG0008763	n0					g7137.t1	
N2.HOG0010874	OG0008764	n0					g7135.t1	
N2.HOG0010875	OG0008765	n0					g7133.t1	
N2.HOG0010876	OG0008766	n0					g7130.t1	
N2.HOG0010877	OG0008767	n0					g7129.t1	
N2.HOG0010878	OG0008768	n0					g7124.t1	
N2.HOG0010879	OG0008769	n0					g7122.t1	
N2.HOG0010880	OG0008770	n0					g7121.t1	
N2.HOG0010881	OG0008771	n0					g7119.t1	
N2.HOG0010882	OG0008772	n0					g7116.t2	
N2.HOG0010883	OG0008773	n0					g7115.t1	
N2.HOG0010884	OG0008774	n0					g7114.t1	
N2.HOG0010885	OG0008775	n0					g7113.t1	
N2.HOG0010886	OG0008776	n0					g7112.t1	
