HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N1.HOG0008117	OG0005189	n0		ApeQuad03096-RA	rna-XM_040195416.1		g5167.t1	
N1.HOG0008118	OG0005190	n0		ApeQuad03092-RA	rna-XM_040195414.1		g5170.t1	
N1.HOG0008119	OG0005191	n0		ApeQuad03093-RA	rna-XM_040194831.1		g5171.t1	
N1.HOG0008120	OG0005192	n0		ApeQuad03088-RA	rna-XM_040195577.1		g5176.t1	
N1.HOG0008121	OG0005193	n0		ApeQuad03087-RA	rna-XM_040195163.1		g5178.t1	
N1.HOG0008122	OG0005194	n0		ApeQuad03086-RA	rna-XM_040195164.1		g5179.t2	
N1.HOG0008123	OG0005195	n0		ApeQuad03085-RA	rna-XM_040195165.1		g5180.t1	
N1.HOG0008124	OG0005196	n0		ApeQuad03083-RA	rna-XM_040195420.1		g5182.t1	
N1.HOG0008125	OG0005197	n0		ApeQuad03082-RA	rna-XM_040196548.1		g5183.t1	
N1.HOG0008126	OG0005198	n0		ApeQuad03079-RA	rna-XM_040196184.1		g5187.t1	
N1.HOG0008127	OG0005199	n0		ApeQuad03078-RA	rna-XM_040196181.1		g5189.t3	
N1.HOG0008128	OG0005200	n0		ApeQuad03075-RA	rna-XM_040196179.1		g5194.t1	
N1.HOG0008129	OG0005201	n0		ApeQuad03069-RA	rna-XM_040195388.1		g5201.t1	
N1.HOG0008130	OG0005202	n0		ApeQuad03068-RA	rna-XM_040195383.1		g5200.t1	
N1.HOG0008131	OG0005203	n0		ApeQuad03067-RA	rna-XM_040195386.1		g5202.t1	
N1.HOG0008132	OG0005204	n0		ApeQuad03066-RA	rna-XM_040195368.1		g5203.t1	
N1.HOG0008133	OG0005205	n0		ApeQuad03065-RA	rna-XM_040195376.1		g5205.t1	
N1.HOG0008134	OG0005206	n0		ApeQuad03064-RA	rna-XM_040195377.1		g5206.t1	
N1.HOG0008135	OG0005207	n0		ApeQuad03062-RA	rna-XM_040195365.1		g5208.t1	
N1.HOG0008136	OG0005208	n0		ApeQuad03061-RA	rna-XM_040195380.1		g5209.t1	
N1.HOG0008137	OG0005209	n0		ApeQuad03060-RA	rna-XM_040196095.1		g5210.t1	
N1.HOG0008138	OG0005210	n0		ApeQuad03058-RA	rna-XM_040195003.1		g5214.t1	
N1.HOG0008139	OG0005211	n0		ApeQuad03055-RA	rna-XM_040195956.1		g5220.t1	
N1.HOG0008140	OG0005212	n0		ApeQuad03054-RA	rna-XM_040196481.1		g5221.t1	
N1.HOG0008141	OG0005213	n0		ApeQuad03053-RA	rna-XM_040195034.1		g5222.t1	
N1.HOG0008142	OG0005214	n0		ApeQuad03050-RA	rna-XM_040196018.1		g5225.t1	
N1.HOG0008143	OG0005215	n0		ApeQuad03049-RA	rna-XM_040196019.1		g5226.t1	
N1.HOG0008144	OG0005216	n0		ApeQuad03046-RA	rna-XM_040195349.1		g5227.t1	
N1.HOG0008145	OG0005217	n0		ApeQuad03045-RA	rna-XM_040195665.1		g5229.t1	
N1.HOG0008146	OG0005218	n1		ApeQuad21740-RA				
N1.HOG0008147	OG0005218	n2		ApeQuad03042-RA				
N1.HOG0008148	OG0005219	n0		ApeQuad03041-RA	rna-XM_040194900.1		g5231.t1	
N1.HOG0008149	OG0005220	n0		ApeQuad03038-RA	rna-XM_040196081.1		g5234.t2	
N1.HOG0008150	OG0005221	n0		ApeQuad03037-RA	rna-XM_040196082.1		g5235.t1	
N1.HOG0008151	OG0005222	n0		ApeQuad03033-RA	rna-XM_040196754.1		g5239.t1	
N1.HOG0008152	OG0005223	n0		ApeQuad03032-RA	rna-XM_040196545.1		g5240.t1	
N1.HOG0008153	OG0005224	n0		ApeQuad03029-RA	rna-XM_040194758.1		g5243.t1	
N1.HOG0008154	OG0005225	n0		ApeQuad03028-RA	rna-XM_040194757.1		g5245.t1	
N1.HOG0008155	OG0005226	n0		ApeQuad03027-RA	rna-XM_040194756.1		g5244.t1	
N1.HOG0008156	OG0005227	n0		ApeQuad03021-RA	rna-XM_040195311.1		g5251.t1	
N1.HOG0008157	OG0005228	n0		ApeQuad03019-RA	rna-XM_040195616.1		g5253.t2	
N1.HOG0008158	OG0005229	n0		ApeQuad03016-RA	rna-XM_040195617.1		g5256.t1	
N1.HOG0008159	OG0005230	n0		ApeQuad03012-RA	rna-XM_040195621.1		g5260.t2	
N1.HOG0008160	OG0005231	n0		ApeQuad03011-RA	rna-XM_040195626.1		g5261.t1	
N1.HOG0008161	OG0005232	n0		ApeQuad03385-RA	rna-XM_040195615.1		g5262.t2	
N1.HOG0008162	OG0005233	n0		ApeQuad03010-RA	rna-XM_040194895.1		g5263.t1	
N1.HOG0008163	OG0005234	n0		ApeQuad03009-RA	rna-XM_040194890.1		g5264.t1	
N1.HOG0008164	OG0005235	n0		ApeQuad03008-RA	rna-XM_040194883.1		g5265.t1	
N1.HOG0008165	OG0005236	n0		ApeQuad03006-RA	rna-XM_040194888.1		g5266.t1	
N1.HOG0008166	OG0005237	n0		ApeQuad03007-RA	rna-XM_040194889.1		g5267.t1	
N1.HOG0008167	OG0005238	n0		ApeQuad03005-RA	rna-XM_040194882.1		g5268.t1	
N1.HOG0008168	OG0005239	n0		ApeQuad03004-RA	rna-XM_040194897.1		g5269.t1	
N1.HOG0008169	OG0005240	n0		ApeQuad03002-RA	rna-XM_040194884.1		g5272.t1	
N1.HOG0008170	OG0005241	n0		ApeQuad03001-RA	rna-XM_040194896.1		g5273.t1	
N1.HOG0008171	OG0005242	n0		ApeQuad03000-RA	rna-XM_040196538.1		g5274.t2	
N1.HOG0008172	OG0005243	n0		ApeQuad02997-RA	rna-XM_040196681.1		g5280.t1	
N1.HOG0008173	OG0005244	n0		ApeQuad02995-RA	rna-XM_040196682.1		g5282.t1	
N1.HOG0008174	OG0005245	n0		ApeQuad02994-RA	rna-XM_040196679.1		g5279.t1	
N1.HOG0008175	OG0005246	n0		ApeQuad02991-RA	rna-XM_040196265.1		g5285.t1	
N1.HOG0008176	OG0005247	n0		ApeQuad03338-RA	rna-XM_040195211.1		g5286.t1	
N1.HOG0008177	OG0005248	n0		ApeQuad02990-RA	rna-XM_040195207.1		g5287.t1	
N1.HOG0008178	OG0005249	n0		ApeQuad02988-RA	rna-XM_040195394.1		g5289.t3	
N1.HOG0008179	OG0005250	n0		ApeQuad02981-RA	rna-XM_040195061.1		g5293.t1	
N1.HOG0008180	OG0005251	n0		ApeQuad02980-RA	rna-XM_040195062.1		g5294.t1	
N1.HOG0008181	OG0005252	n0		ApeQuad02979-RA	rna-XM_040195063.1		g5295.t2	
N1.HOG0008182	OG0005253	n0		ApeQuad02977-RA	rna-XM_040195756.1		g5298.t1	
N1.HOG0008183	OG0005254	n0		ApeQuad02975-RA	rna-XM_040196385.1		g5301.t1	
N1.HOG0008184	OG0005255	n1		ApeQuad17705-RA				
N1.HOG0008185	OG0005255	n2		ApeQuad02974-RA				
N1.HOG0008186	OG0005256	n0		ApeQuad02972-RA	rna-XM_040194922.1		g5303.t1	
N1.HOG0008187	OG0005257	n0		ApeQuad02970-RA	rna-XM_040194920.1		g5305.t1	
N1.HOG0008188	OG0005258	n0		ApeQuad02968-RA	rna-XM_040196279.1		g5306.t1	
N1.HOG0008189	OG0005259	n0		ApeQuad02967-RA	rna-XM_040195332.1		g5307.t1	
N1.HOG0008190	OG0005260	n0		ApeQuad02966-RA	rna-XM_040195315.1		g5308.t3	
N1.HOG0008191	OG0005261	n0		ApeQuad02964-RA	rna-XM_040196111.1		g5309.t2	
N1.HOG0008192	OG0005262	n0		ApeQuad02963-RA	rna-XM_040196674.1		g5310.t2	
N1.HOG0008193	OG0005263	n0		ApeQuad02962-RA	rna-XM_040196374.1		g5311.t2	
N1.HOG0008194	OG0005264	n0			rna-XM_040196391.1		g5312.t1	
N1.HOG0008195	OG0005265	n0		ApeQuad02960-RA	rna-XM_040195444.1		g5313.t1	
N1.HOG0008196	OG0005266	n0		ApeQuad02958-RA	rna-XM_040196551.1		g5315.t1	
N1.HOG0008197	OG0005267	n0		ApeQuad02955-RA	rna-XM_040195272.1		g5316.t1	
N1.HOG0008198	OG0005268	n0		ApeQuad03258-RA	rna-XM_040195269.1		g5318.t1	
N1.HOG0008199	OG0005269	n0		ApeQuad02951-RA	rna-XM_040196115.1		g5320.t1	
N1.HOG0008200	OG0005270	n0		ApeQuad02950-RA	rna-XM_040196273.1		g5323.t1	
N1.HOG0008201	OG0005271	n0		ApeQuad02948-RA	rna-XM_040196102.1		g5325.t1	
N1.HOG0008202	OG0005272	n0		ApeQuad02947-RA	rna-XM_040195241.1		g5326.t4	
N1.HOG0008203	OG0005273	n0		ApeQuad02946-RA	rna-XM_040195246.1		g5327.t3	
N1.HOG0008204	OG0005274	n0		ApeQuad02945-RA	rna-XM_040195742.1		g5328.t1	
N1.HOG0008205	OG0005275	n0		ApeQuad02944-RA	rna-XM_040196280.1		g5329.t1	
N1.HOG0008206	OG0005276	n0		ApeQuad02942-RA	rna-XM_040196020.1		g5331.t1	
N1.HOG0008207	OG0005277	n0		ApeQuad02940-RA	rna-XM_040196021.1		g5332.t1	
N1.HOG0008208	OG0005278	n0		ApeQuad02939-RA	rna-XM_040195446.1		g5333.t1	
N1.HOG0008209	OG0005279	n0		ApeQuad02937-RA	rna-XM_040195454.1		g5335.t1	
N1.HOG0008210	OG0005280	n0		ApeQuad02936-RA	rna-XM_040195452.1		g5336.t1	
N1.HOG0008211	OG0005281	n0		ApeQuad02935-RA	rna-XM_040195455.1		g5337.t1	
N1.HOG0008212	OG0005282	n0		ApeQuad02934-RA	rna-XM_040195459.1		g5339.t1	
N1.HOG0008213	OG0005283	n0			rna-XM_040195449.1		g5341.t1	
N1.HOG0008214	OG0005284	n0		ApeQuad02932-RA	rna-XM_040195464.1		g5343.t1	
N1.HOG0008215	OG0005285	n0		ApeQuad02930-RA	rna-XM_040195463.1		g5344.t1	
N1.HOG0008216	OG0005286	n0		ApeQuad02929-RA	rna-XM_040195460.1		g5345.t1	
N1.HOG0008217	OG0005287	n0		ApeQuad02927-RA	rna-XM_040195772.1		g5348.t2	
N1.HOG0008218	OG0005288	n0		ApeQuad02926-RA	rna-XM_040195784.1		g5349.t1	
N1.HOG0008219	OG0005289	n0		ApeQuad02925-RA	rna-XM_040195771.1		g5351.t1	
N1.HOG0008220	OG0005290	n0		ApeQuad02924-RA	rna-XM_040194998.1		g5357.t1	
N1.HOG0008221	OG0005291	n0		ApeQuad02923-RA	rna-XM_040195001.1		g5359.t1	
N1.HOG0008222	OG0005292	n0		ApeQuad02922-RA	rna-XM_040196815.1		g5360.t1	
N1.HOG0008223	OG0005293	n0		ApeQuad02919-RA	rna-XM_040196707.1		g5364.t1	
N1.HOG0008224	OG0005294	n0		ApeQuad02917-RA	rna-XM_040196015.1		g5366.t2	
N1.HOG0008225	OG0005295	n0		ApeQuad02909-RA	rna-XM_040196592.1		g5370.t1	
N1.HOG0008226	OG0005296	n0		ApeQuad02908-RA	rna-XM_040196582.1		g5371.t1	
N1.HOG0008227	OG0005297	n0		ApeQuad02907-RA	rna-XM_040196562.1		g5372.t1	
N1.HOG0008228	OG0005298	n0		ApeQuad02904-RA	rna-XM_040196585.1		g5375.t1	
N1.HOG0008229	OG0005299	n0		ApeQuad02903-RA	rna-XM_040196611.1		g5376.t1	
N1.HOG0008230	OG0005300	n0		ApeQuad02902-RA	rna-XM_040196589.1		g5378.t1	
N1.HOG0008231	OG0005301	n0		ApeQuad02900-RA	rna-XM_040196608.1		g5380.t2	
N1.HOG0008232	OG0005302	n0		ApeQuad02896-RA	rna-XM_040196595.1		g5382.t1	
N1.HOG0008233	OG0005303	n0		ApeQuad02895-RA	rna-XM_040196599.1		g5383.t1	
N1.HOG0008234	OG0005304	n0		ApeQuad02894-RA	rna-XM_040196546.1		g5384.t1	
N1.HOG0008235	OG0005305	n0		ApeQuad02893-RA	rna-XM_040195652.1		g5386.t1	
N1.HOG0008236	OG0005306	n0		ApeQuad02892-RA	rna-XM_040196134.1		g5387.t1	
N1.HOG0008237	OG0005307	n0		ApeQuad02887-RA	rna-XM_040194851.1		g5392.t3	
N1.HOG0008238	OG0005308	n0		ApeQuad02886-RA	rna-XM_040196544.1		g5393.t1	
N1.HOG0008239	OG0005309	n0		ApeQuad02882-RA	rna-XM_040195675.1		g5396.t1	
N1.HOG0008240	OG0005310	n0		ApeQuad02881-RA	rna-XM_040195674.1		g5398.t1	
N1.HOG0008241	OG0005311	n0		ApeQuad02880-RA	rna-XM_040195671.1		g5399.t1	
N1.HOG0008242	OG0005312	n0		ApeQuad02879-RA	rna-XM_040195673.1		g5400.t1	
N1.HOG0008243	OG0005313	n0		ApeQuad02878-RA	rna-XM_040196112.1		g5401.t1	
N1.HOG0008244	OG0005314	n0		ApeQuad02877-RA	rna-XM_040196114.1		g5402.t1	
N1.HOG0008245	OG0005315	n0		ApeQuad02875-RA	rna-XM_040195850.1		g5403.t1	
N1.HOG0008246	OG0005316	n0		ApeQuad02873-RA	rna-XM_040195849.1		g5404.t1	
N1.HOG0008247	OG0005317	n0		ApeQuad02872-RA	rna-XM_040196264.1		g5405.t1	
N1.HOG0008248	OG0005318	n0		ApeQuad02869-RA	rna-XM_040196383.1		g5407.t1	
N1.HOG0008249	OG0005319	n0		ApeQuad02868-RA	rna-XM_040196381.1		g5408.t1	
N1.HOG0008250	OG0005320	n0		ApeQuad02865-RA	rna-XM_040194926.1		g5413.t2	
N1.HOG0008251	OG0005321	n0			rna-XM_040194943.1		g5415.t1	
N1.HOG0008252	OG0005322	n0			rna-XM_040194944.1		g5416.t1	
N1.HOG0008253	OG0005323	n0		ApeQuad02864-RA	rna-XM_040194941.1		g5417.t1	
N1.HOG0008254	OG0005324	n0		ApeQuad02862-RA	rna-XM_040194945.1		g5418.t1	
N1.HOG0008255	OG0005325	n0		ApeQuad02858-RA	rna-XM_040196763.1		g5423.t1	
N1.HOG0008256	OG0005326	n0		ApeQuad02850-RA	rna-XM_040196781.1		g5430.t2	
N1.HOG0008257	OG0005327	n0		ApeQuad02845-RA	rna-XM_040194917.1		g5434.t2	
N1.HOG0008258	OG0005328	n0		ApeQuad02843-RA	rna-XM_040195581.1		g5437.t1	
N1.HOG0008259	OG0005329	n0		ApeQuad02842-RA	rna-XM_040195579.1		g5438.t1	
N1.HOG0008260	OG0005330	n0		ApeQuad02841-RA	rna-XM_040196160.1		g5441.t1	
N1.HOG0008261	OG0005331	n0		ApeQuad02840-RA	rna-XM_040196247.1		g5442.t2	
N1.HOG0008262	OG0005332	n0		ApeQuad02837-RA	rna-XM_040194728.1		g5444.t1	
N1.HOG0008263	OG0005333	n0		ApeQuad02834-RA	rna-XM_040194700.1			
N1.HOG0008264	OG0005334	n0		ApeQuad03248-RA	rna-XM_040194709.1		g5450.t1	
N1.HOG0008265	OG0005335	n0		ApeQuad03247-RA	rna-XM_040194695.1		g5451.t1	
N1.HOG0008266	OG0005336	n0		ApeQuad03246-RA	rna-XM_040195986.1		g5452.t1	
N1.HOG0008267	OG0005338	n0		ApeQuad03241-RA	rna-XM_040194958.1		g5455.t1	
N1.HOG0008268	OG0005339	n0		ApeQuad03240-RA	rna-XM_040194957.1		g5456.t1	
N1.HOG0008269	OG0005340	n0		ApeQuad03238-RA	rna-XM_040194960.1		g5458.t1	
N1.HOG0008270	OG0005341	n0		ApeQuad03236-RA	rna-XM_040195151.1		g5459.t1	
N1.HOG0008271	OG0005342	n0		ApeQuad03237-RA	rna-XM_040195150.1		g5461.t2	
N1.HOG0008272	OG0005343	n0		ApeQuad03235-RA	rna-XM_040195232.1		g5463.t1	
N1.HOG0008273	OG0005344	n0		ApeQuad03234-RA	rna-XM_040195228.1		g5464.t3	
N1.HOG0008274	OG0005345	n0		ApeQuad03233-RA	rna-XM_040195236.1		g5467.t1	
N1.HOG0008275	OG0005346	n0		ApeQuad03231-RA	rna-XM_040195698.1		g5470.t1	
N1.HOG0008276	OG0005347	n0		ApeQuad03230-RA	rna-XM_040195695.1		g5471.t1	
N1.HOG0008277	OG0005348	n0		ApeQuad03229-RA	rna-XM_040195055.1		g5472.t1	
N1.HOG0008278	OG0005349	n0		ApeQuad03227-RA	rna-XM_040195205.1		g5466.t1	
N1.HOG0008279	OG0005350	n0		ApeQuad03223-RA	rna-XM_040194965.1		g5477.t1	
N1.HOG0008280	OG0005351	n0		ApeQuad03222-RA	rna-XM_040194962.1		g5478.t1	
N1.HOG0008281	OG0005352	n0		ApeQuad03217-RA	rna-XM_040196266.1		g5482.t1	
N1.HOG0008282	OG0005353	n0		ApeQuad03216-RA	rna-XM_040196620.1		g5485.t1	
N1.HOG0008283	OG0005354	n0		ApeQuad03214-RA	rna-XM_040196282.1		g5487.t3	
N1.HOG0008284	OG0005355	n0		ApeQuad03213-RA	rna-XM_040195754.1		g5488.t1	
N1.HOG0008285	OG0005356	n0		ApeQuad03212-RA	rna-XM_040195750.1		g5489.t1	
N1.HOG0008286	OG0005357	n0		ApeQuad03210-RA	rna-XM_040196347.1		g5492.t1	
N1.HOG0008287	OG0005359	n0		ApeQuad03209-RA	rna-XM_040196311.1		g5493.t1	
N1.HOG0008288	OG0005360	n0		ApeQuad03205-RA	rna-XM_040196350.1		g5496.t1	
N1.HOG0008289	OG0005361	n0		ApeQuad03200-RA	rna-XM_040194791.1		g5500.t1	
N1.HOG0008290	OG0005362	n0		ApeQuad03198-RA	rna-XM_040194788.1		g5502.t2	
N1.HOG0008291	OG0005363	n0		ApeQuad03195-RA	rna-XM_040196106.1		g5504.t1	
N1.HOG0008292	OG0005364	n0		ApeQuad03194-RA	rna-XM_040196722.1		g5505.t1	
N1.HOG0008293	OG0005365	n0		ApeQuad03193-RA	rna-XM_040196721.1		g5507.t1	
N1.HOG0008294	OG0005366	n0		ApeQuad03188-RA	rna-XM_040195132.1		g5513.t1	
N1.HOG0008295	OG0005367	n0		ApeQuad03185-RA	rna-XM_040195126.1		g5514.t1	
N1.HOG0008296	OG0005368	n0		ApeQuad03181-RA	rna-XM_040196064.1		g5515.t1	
N1.HOG0008297	OG0005369	n0		ApeQuad03182-RA	rna-XM_040196068.1		g5516.t1	
N1.HOG0008298	OG0005370	n0		ApeQuad03171-RA	rna-XM_040196405.1		g5526.t2	
N1.HOG0008299	OG0005371	n0		ApeQuad03163-RA	rna-XM_040195789.1		g5530.t3	
N1.HOG0008300	OG0005372	n0		ApeQuad03162-RA	rna-XM_040195512.1		g5531.t1	
N1.HOG0008301	OG0005373	n0		ApeQuad03161-RA	rna-XM_040195516.1		g5532.t1	
N1.HOG0008302	OG0005374	n0		ApeQuad03160-RA	rna-XM_040195515.1		g5533.t1	
N1.HOG0008303	OG0005375	n0		ApeQuad03159-RA	rna-XM_040196023.1		g5534.t1	
N1.HOG0008304	OG0005376	n0		ApeQuad03156-RA	rna-XM_040196109.1		g5535.t1	
N1.HOG0008305	OG0005377	n0		ApeQuad03155-RA	rna-XM_040196110.1		g5536.t1	
N1.HOG0008306	OG0005378	n0		ApeQuad03154-RA	rna-XM_040196413.1		g5537.t2	
N1.HOG0008307	OG0005379	n0		ApeQuad03148-RA	rna-XM_040195185.1		g5541.t1	
N1.HOG0008308	OG0005380	n0		ApeQuad03332-RA	rna-XM_040195142.1		g5544.t1	
N1.HOG0008309	OG0005381	n0			rna-XM_040181878.1		g19163.t1	
N1.HOG0008310	OG0005382	n0		ApeQuad03327-RA	rna-XM_040196753.1		g5549.t1	
N1.HOG0008311	OG0005383	n0		ApeQuad03320-RA	rna-XM_040194796.1		g5557.t3	
N1.HOG0008312	OG0005384	n0		ApeQuad03318-RA	rna-XM_040194586.1		g5559.t1	
N1.HOG0008313	OG0005385	n0		ApeQuad03317-RA	rna-XM_040194629.1		g5560.t1	
N1.HOG0008314	OG0005386	n0		ApeQuad03314-RA	rna-XM_040195944.1		g5565.t1	
N1.HOG0008315	OG0005387	n0		ApeQuad03311-RA	rna-XM_040196199.1		g5567.t1	
N1.HOG0008316	OG0005388	n0		ApeQuad03310-RA	rna-XM_040196203.1		g5568.t1	
N1.HOG0008317	OG0005389	n0		ApeQuad03307-RA	rna-XM_040195703.1		g5572.t1	
N1.HOG0008318	OG0005390	n0		ApeQuad03306-RA	rna-XM_040195704.1		g5573.t1	
N1.HOG0008319	OG0005391	n0		ApeQuad17218-RA	rna-XM_040196742.1		g5575.t1	
N1.HOG0008320	OG0005392	n0		ApeQuad03305-RA	rna-XM_040196743.1		g5576.t1	
N1.HOG0008321	OG0005393	n0		ApeQuad03304-RA	rna-XM_040196730.1		g5577.t1	
N1.HOG0008322	OG0005394	n0		ApeQuad03303-RA	rna-XM_040196734.1		g5578.t2	
N1.HOG0008323	OG0005395	n0		ApeQuad03302-RA	rna-XM_040195481.1		g5579.t1	
N1.HOG0008324	OG0005396	n0		ApeQuad03298-RA	rna-XM_040196814.1		g5582.t2	
N1.HOG0008325	OG0005397	n0		ApeQuad03297-RA	rna-XM_040194950.1		g5585.t1	
N1.HOG0008326	OG0005398	n0		ApeQuad03288-RA	rna-XM_040169224.1		g5591.t1	
N1.HOG0008327	OG0005399	n0		ApeQuad03281-RA	rna-XM_040169159.1		g88.t1	
N1.HOG0008328	OG0005400	n0		ApeQuad03277-RA	rna-XM_040194689.1, rna-XM_040169505.1			
N1.HOG0008329	OG0005401	n0		ApeQuad03276-RA, ApeQuad21791-RA	rna-XM_040195359.1			
N1.HOG0008330	OG0005402	n0		ApeQuad03275-RA	rna-XM_040194661.1		g5687.t1	
N1.HOG0008331	OG0005403	n0		ApeQuad03274-RA	rna-XM_040194647.1		g5689.t1	
N1.HOG0008332	OG0005404	n0		ApeQuad03272-RA	rna-XM_040194693.1		g5693.t1	
N1.HOG0008333	OG0005405	n0		ApeQuad03271-RA	rna-XM_040194667.1		g5694.t1	
N1.HOG0008334	OG0005406	n0					g45.t1, g47.t1, g49.t1	
N1.HOG0008335	OG0005407	n0		ApeQuad03264-RA	rna-XM_040185407.1		g5660.t1	
N1.HOG0008336	OG0005409	n0		ApeQuad03250-RA	rna-XM_040194673.1		g5675.t1	
N1.HOG0008337	OG0005410	n0		ApeQuad03251-RA	rna-XM_040194677.1		g5674.t1	
N1.HOG0008338	OG0005411	n0		ApeQuad03253-RA	rna-XM_040194670.1		g5671.t1	
N1.HOG0008339	OG0005412	n0		ApeQuad03254-RA	rna-XM_040194687.1		g5670.t1	
N1.HOG0008340	OG0005413	n0		ApeQuad03255-RA	rna-XM_040194691.1		g5669.t1	
N1.HOG0008341	OG0005414	n0		ApeQuad03256-RA	rna-XM_040194675.1		g5668.t1	
N1.HOG0008342	OG0005415	n0		ApeQuad03259-RA	rna-XM_040194640.1		g5663.t1	
N1.HOG0008343	OG0005416	n0		ApeQuad03340-RA	rna-XM_040170200.1		g5682.t1	
N1.HOG0008344	OG0005417	n0		ApeQuad03344-RA	rna-XM_040170198.1		g5686.t2	
N1.HOG0008345	OG0005418	n0		ApeQuad03345-RA	rna-XM_040169879.1		g5658.t1	
N1.HOG0008346	OG0005419	n0		ApeQuad03354-RA	rna-XM_040195637.1		g5649.t1	
N1.HOG0008347	OG0005420	n0		ApeQuad03355-RA	rna-XM_040195631.1		g5648.t1	
N1.HOG0008348	OG0005421	n0		ApeQuad03356-RA	rna-XM_040195636.1		g5647.t1	
N1.HOG0008349	OG0005422	n0		ApeQuad03357-RA	rna-XM_040195630.1		g5646.t1	
N1.HOG0008350	OG0005423	n0		ApeQuad03360-RA	rna-XM_040196352.1		g5642.t3	
N1.HOG0008351	OG0005424	n0		ApeQuad03362-RA	rna-XM_040195076.1		g5640.t1	
N1.HOG0008352	OG0005425	n0		ApeQuad03363-RA	rna-XM_040195077.1		g5639.t1	
N1.HOG0008353	OG0005426	n0		ApeQuad03364-RA	rna-XM_040196153.1		g5637.t1	
N1.HOG0008354	OG0005427	n0		ApeQuad03365-RA	rna-XM_040196148.1		g5636.t1	
N1.HOG0008355	OG0005428	n0		ApeQuad03366-RA	rna-XM_040195483.1		g5635.t1	
N1.HOG0008356	OG0005429	n0		ApeQuad03368-RA	rna-XM_040195859.1		g5633.t1	
N1.HOG0008357	OG0005430	n0		ApeQuad03370-RA	rna-XM_040194848.1		g5631.t1	
N1.HOG0008358	OG0005431	n0		ApeQuad03372-RA	rna-XM_040196459.1		g5630.t1	
N1.HOG0008359	OG0005432	n0		ApeQuad17940-RA	rna-XM_040169246.1		g5622.t2	
N1.HOG0008360	OG0005433	n0		ApeQuad03386-RA	rna-XM_040169460.1		g5620.t1	
N1.HOG0008361	OG0005434	n0		ApeQuad03387-RA	rna-XM_040169770.1		g5604.t2	
N1.HOG0008362	OG0005435	n0		ApeQuad03391-RA	rna-XM_040169587.1		g5617.t2	
N1.HOG0008363	OG0005436	n0		ApeQuad03395-RA	rna-XM_040196159.1		g5615.t1	
N1.HOG0008364	OG0005437	n0		ApeQuad03399-RA	rna-XM_040195708.1		g5611.t1	
N1.HOG0008365	OG0005438	n0		ApeQuad03400-RA	rna-XM_040196140.1		g5610.t1	
N1.HOG0008366	OG0005439	n0		ApeQuad03404-RA	rna-XM_040196804.1		g5608.t1	
N1.HOG0008367	OG0005440	n0		ApeQuad03406-RA	rna-XM_040195879.1		g5600.t2	
N1.HOG0008368	OG0005441	n0		ApeQuad03407-RA	rna-XM_040196207.1		g5599.t1	
N1.HOG0008369	OG0005442	n0		ApeQuad03408-RA	rna-XM_040196709.1		g5594.t3	
N1.HOG0008370	OG0005443	n0		ApeQuad03409-RA	rna-XM_040196787.1		g5595.t1	
N1.HOG0008371	OG0005444	n0		ApeQuad03410-RA	rna-XM_040195260.1		g5596.t1	
N1.HOG0008372	OG0005445	n0		ApeQuad03411-RA	rna-XM_040195262.1		g5597.t1	
N1.HOG0008373	OG0005446	n0		ApeQuad03413-RA	rna-XM_040195439.1		g5602.t1	
N1.HOG0008374	OG0005447	n0		ApeQuad03414-RA	rna-XM_040195438.1		g5603.t1	
N1.HOG0008375	OG0005448	n0		ApeQuad09661-RA	rna-XM_040184410.1		g19791.t3	
N1.HOG0008376	OG0005449	n0		ApeQuad09662-RA	rna-XM_040184409.1		g19790.t3	
N1.HOG0008377	OG0005450	n0		ApeQuad09664-RA	rna-XM_040184720.1		g19794.t1	
N1.HOG0008378	OG0005451	n0		ApeQuad09666-RA	rna-XM_040184719.1		g19798.t1	
N1.HOG0008379	OG0005452	n0		ApeQuad09667-RA	rna-XM_040184717.1		g19796.t2	
N1.HOG0008380	OG0005453	n0		ApeQuad09672-RA	rna-XM_040185025.1		g19801.t1	
N1.HOG0008381	OG0005454	n0		ApeQuad09673-RA	rna-XM_040185024.1		g19802.t2	
N1.HOG0008382	OG0005455	n0		ApeQuad09676-RA	rna-XM_040184636.1		g19806.t1	
N1.HOG0008383	OG0005456	n0		ApeQuad09677-RA	rna-XM_040184701.1		g19807.t1	
N1.HOG0008384	OG0005457	n0		ApeQuad09680-RA	rna-XM_040183870.1		g19810.t1	
N1.HOG0008385	OG0005458	n0		ApeQuad09681-RA	rna-XM_040183879.1		g19812.t1	
N1.HOG0008386	OG0005459	n0		ApeQuad09684-RA	rna-XM_040183954.1		g19813.t1	
N1.HOG0008387	OG0005460	n0		ApeQuad09685-RA	rna-XM_040183953.1		g19815.t2	
N1.HOG0008388	OG0005461	n0		ApeQuad09690-RA	rna-XM_040184598.1		g19817.t2	
N1.HOG0008389	OG0005462	n0		ApeQuad09692-RA	rna-XM_040183401.1		g19820.t1	
N1.HOG0008390	OG0005463	n0		ApeQuad09694-RA	rna-XM_040184796.1		g19822.t1	
N1.HOG0008391	OG0005464	n0		ApeQuad09696-RA	rna-XM_040184794.1		g19823.t1	
N1.HOG0008392	OG0005465	n0		ApeQuad09698-RA	rna-XM_040184803.1		g19827.t3	
