external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
LIX1L	ENSG00000271601	protein_coding	chr1	145477085	145501669	0.208251565	35.78%	150/105/0
LKAAEAR1	ENSG00000171695	protein_coding	chr20	62714733	62715712	0.00333726	88.03%	25/230/0
LLGL1	ENSG00000131899	protein_coding	chr17	18128901	18148189	0.09766566	51.58%	100/155/0
LLGL2	ENSG00000073350	protein_coding	chr17	73521161	73571289	0.092090465	52.79%	100/155/0
LLPH	ENSG00000139233	protein_coding	chr12	66516842	66524548	0.050109415	62.63%	75/180/0
LMAN1	ENSG00000074695	protein_coding	chr18	56995055	57027194	0.202539299	36.45%	150/105/0
LMAN1L	ENSG00000140506	protein_coding	chr15	75105057	75118099	0.015243946	76.99%	50/205/0
LMAN2	ENSG00000169223	protein_coding	chr5	176758563	176778853	0.237624992	32.64%	150/105/0
LMAN2L	ENSG00000114988	protein_coding	chr2	97371666	97405801	0.305869949	27.15%	175/80/0
LMBR1	ENSG00000105983	protein_coding	chr7	156461646	156685924	0.350332245	24.09%	175/80/0
LMBR1L	ENSG00000139636	protein_coding	chr12	49490919	49504683	0.519458647	15.04%	200/55/0
LMBRD1	ENSG00000168216	protein_coding	chr6	70385694	70507003	0.57121107	12.92%	200/55/0
LMBRD2	ENSG00000164187	protein_coding	chr5	36098514	36152063	0.515445024	15.13%	200/55/0
LMCD1	ENSG00000071282	protein_coding	chr3	8543393	8609805	0.145120732	43.71%	125/130/0
LMF1	ENSG00000103227	protein_coding	chr16	903634	1031318	0.017657655	75.51%	50/205/0
LMF2	ENSG00000100258	protein_coding	chr22	50941376	50946135	0.017129295	75.76%	50/205/0
LMLN	ENSG00000185621	protein_coding	chr3	197687071	197770591	0.094266091	52.31%	100/155/0
LMNA	ENSG00000160789	protein_coding	chr1	156052364	156109880	0.969979508	1.72%	255/0/0
LMNB1	ENSG00000113368	protein_coding	chr5	126112315	126172712	0.607670958	11.52%	200/55/0
LMNB2	ENSG00000176619	protein_coding	chr19	2427636	2456994	0.091068827	53.02%	100/155/0
LMNTD1	ENSG00000152936	protein_coding	chr12	25562241	25801513	0.002956295	88.71%	25/230/0
LMNTD2	ENSG00000275873	protein_coding	chr11	554855	560779	0.001538992	92.59%	0/255/0
LMNTD2	ENSG00000185522	protein_coding	chr11	554855	560779	0.001538992	92.59%	0/255/0
LMO1	ENSG00000166407	protein_coding	chr11	8245851	8290263	0.845061982	4.75%	255/0/0
LMO2	ENSG00000135363	protein_coding	chr11	33880122	33913836	0.723651243	7.88%	255/0/0
LMO3	ENSG00000048540	protein_coding	chr12	16701307	16763528	0.858436462	4.48%	255/0/0
LMO4	ENSG00000143013	protein_coding	chr1	87794151	87814606	0.948461412	2.3%	255/0/0
LMO7	ENSG00000136153	protein_coding	chr13	76194570	76434004	0.14518442	43.69%	125/130/0
LMOD1	ENSG00000163431	protein_coding	chr1	201865580	201915715	0.025847027	71.41%	50/205/0
LMOD2	ENSG00000170807	protein_coding	chr7	123295861	123304344	0.08548779	54.07%	100/155/0
LMOD3	ENSG00000163380	protein_coding	chr3	69156023	69172183	0.066655209	58.24%	100/155/0
LMTK2	ENSG00000164715	protein_coding	chr7	97736197	97838945	0.016115206	76.41%	50/205/0
LMTK3	ENSG00000142235	protein_coding	chr19	48988528	49016446	0.027570765	70.62%	50/205/0
LMX1A	ENSG00000162761	protein_coding	chr1	165171104	165325952	0.910075692	3.24%	255/0/0
LMX1B	ENSG00000136944	protein_coding	chr9	129376722	129463311	0.954090487	2.11%	255/0/0
LNP1	ENSG00000206535	protein_coding	chr3	100120037	100175163	0.019558518	74.41%	50/205/0
LNPEP	ENSG00000113441	protein_coding	chr5	96271098	96373219	0.260951487	30.65%	150/105/0
LNX1	ENSG00000072201	protein_coding	chr4	54325468	54567572	0.072223402	56.95%	100/155/0
LNX2	ENSG00000139517	protein_coding	chr13	28120050	28194541	0.095205945	52.06%	100/155/0
LONP1	ENSG00000196365	protein_coding	chr19	5691845	5720583	0.337568028	24.99%	175/80/0
LONP2	ENSG00000102910	protein_coding	chr16	48278207	48397033	0.23655374	32.76%	150/105/0
LONRF1	ENSG00000285360	protein_coding	chr8	12579403	12613582	0.172482366	40.01%	125/130/0
LONRF1	ENSG00000154359	protein_coding	chr8	12579403	12613582	0.172482366	40.01%	125/130/0
LONRF2	ENSG00000170500	protein_coding	chr2	100889753	100939195	0.008305787	82.33%	25/230/0
LONRF3	ENSG00000175556	protein_coding	chrX	118108581	118152318	0.061132567	59.54%	100/155/0
LOX	ENSG00000113083	protein_coding	chr5	121398890	121413980	0.986128219	1.23%	255/0/0
LOXHD1	ENSG00000167210	protein_coding	chr18	44056935	44236996	0.227324787	33.62%	150/105/0
LOXL1	ENSG00000129038	protein_coding	chr15	74218330	74244478	0.211136431	35.44%	150/105/0
LOXL2	ENSG00000134013	protein_coding	chr8	23154702	23282841	0.142997524	43.99%	125/130/0
LOXL3	ENSG00000115318	protein_coding	chr2	74759541	74782817	0.145725359	43.61%	125/130/0
LOXL4	ENSG00000138131	protein_coding	chr10	100007447	100028007	0.122377501	47.06%	125/130/0
LPA	ENSG00000198670	protein_coding	chr6	160952515	161087407	0.013468738	78.22%	50/205/0
LPAR1	ENSG00000198121	protein_coding	chr9	113635543	113800981	0.612302363	11.39%	200/55/0
LPAR2	ENSG00000064547	protein_coding	chr19	19734477	19739739	0.102837765	50.63%	100/155/0
LPAR3	ENSG00000171517	protein_coding	chr1	85277285	85358896	0.348688227	24.25%	175/80/0
LPAR4	ENSG00000147145	protein_coding	chrX	78003206	78012591	0.259757064	30.76%	150/105/0
LPAR5	ENSG00000184574	protein_coding	chr12	6728001	6745613	0.030295616	69.28%	75/180/0
LPAR6	ENSG00000139679	protein_coding	chr13	48963707	49018840	0.369443251	22.74%	175/80/0
LPCAT1	ENSG00000153395	protein_coding	chr5	1456595	1524092	0.017190572	75.73%	50/205/0
LPCAT1	ENSG00000275079	protein_coding	chr5	1456595	1524092	0.017190572	75.73%	50/205/0
LPCAT2	ENSG00000087253	protein_coding	chr16	55542910	55620582	0.081317916	54.91%	100/155/0
LPCAT3	ENSG00000111684	protein_coding	chr12	7085348	7125814	0.175491603	39.57%	150/105/0
LPCAT4	ENSG00000176454	protein_coding	chr15	34651106	34659479	0.235391317	32.86%	150/105/0
LPCAT4	ENSG00000291994	protein_coding	chr15	34651106	34659479	0.235391317	32.86%	150/105/0
LPGAT1	ENSG00000123684	protein_coding	chr1	211916799	212004114	0.274473614	29.56%	175/80/0
LPIN1	ENSG00000134324	protein_coding	chr2	11817721	11967535	0.048089992	63.3%	75/180/0
LPIN2	ENSG00000101577	protein_coding	chr18	2916992	3013313	0.184144576	38.45%	150/105/0
LPIN3	ENSG00000132793	protein_coding	chr20	39969560	39989222	0.081272459	54.92%	100/155/0
LPL	ENSG00000175445	protein_coding	chr8	19759228	19824769	0.781570862	6.28%	255/0/0
LPO	ENSG00000167419	protein_coding	chr17	56295909	56345879	0.253020329	31.28%	150/105/0
LPP	ENSG00000145012	protein_coding	chr3	187871072	188608460	0.866185415	4.34%	255/0/0
LPXN	ENSG00000110031	protein_coding	chr11	58294344	58345693	0.101978471	50.8%	100/155/0
LRAT	ENSG00000121207	protein_coding	chr4	155548097	155674270	0.251825221	31.39%	150/105/0
LRBA	ENSG00000198589	protein_coding	chr4	151185594	151936879	0.967418531	1.79%	255/0/0
LRCH1	ENSG00000136141	protein_coding	chr13	47127303	47327175	0.359785672	23.44%	175/80/0
LRCH2	ENSG00000130224	protein_coding	chrX	114345185	114468635	0.349596138	24.16%	175/80/0
LRCH3	ENSG00000186001	protein_coding	chr3	197518097	197615307	0.208574321	35.75%	150/105/0
LRCH4	ENSG00000077454	protein_coding	chr7	100169855	100183776	0.163537874	41.08%	125/130/0
LRFN1	ENSG00000291874	protein_coding	chr19	39797208	39805976	0.061207448	59.53%	100/155/0
LRFN1	ENSG00000128011	protein_coding	chr19	39797208	39805976	0.061207448	59.53%	100/155/0
LRFN2	ENSG00000156564	protein_coding	chr6	40359325	40555204	0.297221276	27.86%	175/80/0
LRFN3	ENSG00000126243	protein_coding	chr19	36426260	36436669	0.0644263	58.76%	100/155/0
LRFN4	ENSG00000173621	protein_coding	chr11	66624118	66627946	0.072620092	56.88%	100/155/0
LRFN5	ENSG00000165379	protein_coding	chr14	42076773	42373752	0.548984546	13.77%	200/55/0
LRG1	ENSG00000171236	protein_coding	chr19	4536421	4540486	0.001329453	93.7%	0/255/0
LRGUK	ENSG00000155530	protein_coding	chr7	133812052	133949343	0.024956796	71.82%	50/205/0
LRIF1	ENSG00000121931	protein_coding	chr1	111489807	111506701	0.075668725	56.13%	100/155/0
LRIG1	ENSG00000144749	protein_coding	chr3	66429221	66551687	0.188764575	37.97%	150/105/0
LRIG2	ENSG00000198799	protein_coding	chr1	113615831	113674882	0.248124958	31.7%	150/105/0
LRIG3	ENSG00000139263	protein_coding	chr12	59265931	59314303	0.151971839	42.67%	125/130/0
LRIT1	ENSG00000148602	protein_coding	chr10	85991349	86001217	0.0248297	71.88%	50/205/0
LRIT2	ENSG00000204033	protein_coding	chr10	85980254	85985345	0.011816633	79.37%	50/205/0
LRIT3	ENSG00000183423	protein_coding	chr4	110769358	110793471	0.01495213	77.16%	50/205/0
LRP1	ENSG00000123384	protein_coding	chr12	57522276	57607134	0.239848879	32.46%	150/105/0
LRP10	ENSG00000197324	protein_coding	chr14	23340822	23350789	0.216356618	34.86%	150/105/0
LRP11	ENSG00000120256	protein_coding	chr6	150139934	150186199	0.024564002	72.01%	50/205/0
LRP12	ENSG00000147650	protein_coding	chr8	105501459	105601252	0.220505143	34.37%	150/105/0
LRP1B	ENSG00000168702	protein_coding	chr2	140988992	142889270	0.97329857	1.62%	255/0/0
LRP2	ENSG00000081479	protein_coding	chr2	169983619	170219195	0.176273198	39.5%	150/105/0
LRP2BP	ENSG00000109771	protein_coding	chr4	186285032	186317053	0.057690007	60.5%	75/180/0
LRP3	ENSG00000130881	protein_coding	chr19	33668509	33698694	0.0579755	60.4%	75/180/0
LRP4	ENSG00000134569	protein_coding	chr11	46878419	46940193	0.507499481	15.5%	200/55/0
LRP5	ENSG00000162337	protein_coding	chr11	68080077	68216743	0.688053439	8.86%	255/0/0
LRP6	ENSG00000070018	protein_coding	chr12	12268959	12419946	0.939860673	2.49%	255/0/0
LRP6	ENSG00000281324	protein_coding	chr12	12268959	12419946	0.939860673	2.49%	255/0/0
LRP8	ENSG00000157193	protein_coding	chr1	53711217	53793742	0.411329037	20.11%	175/80/0
LRPAP1	ENSG00000163956	protein_coding	chr4	3508103	3534286	0.00866667	81.97%	25/230/0
LRPPRC	ENSG00000138095	protein_coding	chr2	44113647	44223144	0.223516851	34.01%	150/105/0
LRR1	ENSG00000165501	protein_coding	chr14	50065415	50081390	0.304739496	27.31%	175/80/0
LRRC1	ENSG00000137269	protein_coding	chr6	53659295	53788919	0.290228756	28.34%	175/80/0
LRRC10	ENSG00000198812	protein_coding	chr12	70002351	70004942	0.121188943	47.25%	125/130/0
LRRC10B	ENSG00000204950	protein_coding	chr11	61276272	61278482	0.059919935	59.88%	100/155/0
LRRC14	ENSG00000160959	protein_coding	chr8	145743376	145750557	0.022930087	72.75%	50/205/0
LRRC14B	ENSG00000185028	protein_coding	chr5	191626	195468	0.016175896	76.34%	50/205/0
LRRC15	ENSG00000172061	protein_coding	chr3	194075976	194090472	0.055249664	61.13%	75/180/0
LRRC17	ENSG00000128606	protein_coding	chr7	102553438	102585396	0.102449665	50.7%	100/155/0
LRRC18	ENSG00000165383	protein_coding	chr10	50117528	50143242	0.059868249	59.9%	100/155/0
LRRC19	ENSG00000184434	protein_coding	chr9	26993134	27005691	0.046015321	63.91%	75/180/0
LRRC2	ENSG00000163827	protein_coding	chr3	46556913	46621589	0.033279848	68.04%	75/180/0
LRRC20	ENSG00000172731	protein_coding	chr10	72058729	72142382	0.198996643	36.83%	150/105/0
LRRC23	ENSG00000010626	protein_coding	chr12	6982733	7023407	0.064620081	58.71%	100/155/0
LRRC24	ENSG00000254402	protein_coding	chr8	145747761	145752416	0.033668587	67.89%	75/180/0
LRRC25	ENSG00000175489	protein_coding	chr19	18501954	18508427	0.001019074	95.33%	0/255/0
LRRC26	ENSG00000184709	protein_coding	chr9	140063210	140064503	0.003610166	87.59%	25/230/0
LRRC27	ENSG00000148814	protein_coding	chr10	134145614	134195010	0.00038144	99.07%	0/255/0
LRRC28	ENSG00000168904	protein_coding	chr15	99791567	99930934	0.301797854	27.51%	175/80/0
LRRC3	ENSG00000160233	protein_coding	chr21	45875369	45878739	0.023107082	72.64%	50/205/0
LRRC30	ENSG00000206422	protein_coding	chr18	7231123	7232045	0.060367594	59.77%	100/155/0
LRRC31	ENSG00000114248	protein_coding	chr3	169556967	169587718	0.008370816	82.26%	25/230/0
LRRC32	ENSG00000137507	protein_coding	chr11	76368568	76381791	0.03600055	67.12%	75/180/0
LRRC34	ENSG00000171757	protein_coding	chr3	169511216	169530774	0.025950313	71.34%	50/205/0
LRRC36	ENSG00000159708	protein_coding	chr16	67360701	67419106	0.158153868	41.84%	125/130/0
LRRC37A	ENSG00000278742	protein_coding	chr17	44370099	44415160	0.000771909	96.86%	0/255/0
LRRC37A	ENSG00000176681	protein_coding	chr17	44370099	44415160	0.000771909	96.86%	0/255/0
LRRC37A2	ENSG00000274332	protein_coding	chr17	44588877	44633016	0.000531843	98.27%	0/255/0
LRRC37A2	ENSG00000277221	protein_coding	chr17	44588877	44633016	0.000531843	98.27%	0/255/0
LRRC37A2	ENSG00000238083	protein_coding	chr17	44588877	44633016	0.000531843	98.27%	0/255/0
LRRC37A3	ENSG00000176809	protein_coding	chr17	62850430	62915598	0.001347876	93.61%	0/255/0
LRRC37A3	ENSG00000275621	protein_coding	chr17	62850430	62915598	0.001347876	93.61%	0/255/0
LRRC37B	ENSG00000185158	protein_coding	chr17	30334891	30380523	0.00165758	92.07%	0/255/0
LRRC38	ENSG00000162494	protein_coding	chr1	13801445	13840543	0.10005936	51.16%	100/155/0
LRRC39	ENSG00000122477	protein_coding	chr1	100614409	100643771	0.154793715	42.33%	125/130/0
LRRC3B	ENSG00000179796	protein_coding	chr3	26664297	26752267	0.82724435	5.17%	255/0/0
LRRC3C	ENSG00000204913	protein_coding	chr17	38097727	38101000	0.197734704	36.96%	150/105/0
LRRC4	ENSG00000128594	protein_coding	chr7	127667124	127672160	0.462195654	17.55%	200/55/0
LRRC40	ENSG00000066557	protein_coding	chr1	70610488	70671303	0.40112775	20.7%	175/80/0
LRRC41	ENSG00000132128	protein_coding	chr1	46726868	46769280	0.273288101	29.63%	175/80/0
LRRC42	ENSG00000116212	protein_coding	chr1	54411750	54433841	0.242568042	32.23%	150/105/0
LRRC43	ENSG00000158113	protein_coding	chr12	122652285	122688018	0.003571951	87.66%	25/230/0
LRRC45	ENSG00000169683	protein_coding	chr17	79981178	79989027	0.03381241	67.84%	75/180/0
LRRC46	ENSG00000141294	protein_coding	chr17	45908993	45915079	0.025471701	71.59%	50/205/0
LRRC47	ENSG00000130764	protein_coding	chr1	3696784	3713068	0.024654358	71.94%	50/205/0
LRRC49	ENSG00000137821	protein_coding	chr15	71145578	71342414	0.109207588	49.35%	125/130/0
LRRC4B	ENSG00000131409	protein_coding	chr19	51020149	51071302	0.051553793	62.17%	75/180/0
LRRC4C	ENSG00000148948	protein_coding	chr11	40135753	41481323	0.959628837	1.98%	255/0/0
LRRC52	ENSG00000162763	protein_coding	chr1	165513244	165533198	0.017565206	75.56%	50/205/0
LRRC53	ENSG00000162621	protein_coding	chr1	74935562	74978298	0.067450399	58.03%	100/155/0
LRRC55	ENSG00000183908	protein_coding	chr11	56949221	56959191	0.223562427	34%	150/105/0
LRRC56	ENSG00000273831	protein_coding	chr11	537527	554916	0.005161521	85.63%	25/230/0
LRRC56	ENSG00000161328	protein_coding	chr11	537527	554916	0.005161521	85.63%	25/230/0
LRRC57	ENSG00000180979	protein_coding	chr15	42834720	42841000	0.266850024	30.12%	150/105/0
LRRC58	ENSG00000163428	protein_coding	chr3	120043356	120068186	0.178402905	39.22%	150/105/0
LRRC59	ENSG00000108829	protein_coding	chr17	48452420	48474914	0.084985608	54.21%	100/155/0
LRRC61	ENSG00000127399	protein_coding	chr7	150019728	150035239	0.022118125	73.11%	50/205/0
LRRC63	ENSG00000173988	protein_coding	chr13	46786083	46851501	0.001642009	92.16%	0/255/0
LRRC66	ENSG00000188993	protein_coding	chr4	52859868	52883786	0.000890136	96.08%	0/255/0
LRRC69	ENSG00000214954	protein_coding	chr8	92114060	92231464	0.013762622	78.04%	50/205/0
LRRC7	ENSG00000033122	protein_coding	chr1	70034081	70617628	0.667951924	9.44%	255/0/0
LRRC70	ENSG00000186105	protein_coding	chr5	61874562	61877275	0.044519643	64.34%	75/180/0
LRRC71	ENSG00000160838	protein_coding	chr1	156890442	156902886	0.030467073	69.19%	75/180/0
LRRC72	ENSG00000205858	protein_coding	chr7	16566505	16621193	0.02017431	74.09%	50/205/0
LRRC73	ENSG00000204052	protein_coding	chr6	43474707	43478424	0.36283821	23.22%	175/80/0
LRRC74A	ENSG00000100565	protein_coding	chr14	77292715	77336645	0.002256184	90.26%	0/255/0
LRRC75A	ENSG00000181350	protein_coding	chr17	16344891	16395467	0.075436042	56.18%	100/155/0
LRRC75B	ENSG00000178026	protein_coding	chr22	24981588	24989175	0.005788944	84.84%	25/230/0
LRRC8A	ENSG00000136802	protein_coding	chr9	131644391	131680318	0.333347421	25.21%	175/80/0
LRRC8B	ENSG00000197147	protein_coding	chr1	89990395	90063423	0.200658795	36.68%	150/105/0
LRRC8C	ENSG00000171488	protein_coding	chr1	90098631	90235462	0.306069372	27.15%	175/80/0
LRRC8D	ENSG00000171492	protein_coding	chr1	90286573	90402170	0.46706983	17.31%	200/55/0
LRRC8E	ENSG00000171017	protein_coding	chr19	7953390	7966901	0.069438612	57.6%	100/155/0
LRRC9	ENSG00000131951	protein_coding	chr14	60386431	60530277	0.240438858	32.4%	150/105/0
LRRCC1	ENSG00000133739	protein_coding	chr8	86019382	86058311	0.083728375	54.49%	100/155/0
LRRD1	ENSG00000240720	protein_coding	chr7	91741473	91808845	0.027003108	70.88%	50/205/0
LRRFIP1	ENSG00000124831	protein_coding	chr2	238536219	238722325	0.001303786	93.9%	0/255/0
LRRFIP2	ENSG00000093167	protein_coding	chr3	37094117	37225180	0.317253245	26.29%	175/80/0
LRRIQ1	ENSG00000133640	protein_coding	chr12	85430092	85657002	0.050149034	62.61%	75/180/0
LRRIQ3	ENSG00000162620	protein_coding	chr1	74491699	74663871	0.012268329	79.06%	50/205/0
LRRIQ4	ENSG00000188306	protein_coding	chr3	169539710	169555563	0.006517393	84.05%	25/230/0
LRRK1	ENSG00000154237	protein_coding	chr15	101459420	101610317	0.08489041	54.22%	100/155/0
LRRK2	ENSG00000188906	protein_coding	chr12	40590546	40763087	0.540464991	14.19%	200/55/0
LRRN1	ENSG00000175928	protein_coding	chr3	3841121	3889387	0.165542281	40.86%	125/130/0
LRRN2	ENSG00000170382	protein_coding	chr1	204586298	204654861	0.154398307	42.36%	125/130/0
LRRN3	ENSG00000173114	protein_coding	chr7	110731062	110765510	0.376144795	22.31%	175/80/0
LRRN4	ENSG00000125872	protein_coding	chr20	6021424	6034695	0.00338392	87.95%	25/230/0
LRRN4CL	ENSG00000177363	protein_coding	chr11	62453874	62457371	0.005490723	85.21%	25/230/0
LRRTM1	ENSG00000162951	protein_coding	chr2	80515483	80531874	0.442620256	18.53%	200/55/0
LRRTM2	ENSG00000146006	protein_coding	chr5	138204612	138211057	0.782448813	6.24%	255/0/0
LRRTM3	ENSG00000198739	protein_coding	chr10	68685764	68859588	0.792020663	6.07%	255/0/0
LRRTM4	ENSG00000176204	protein_coding	chr2	76974845	77820445	0.744262246	7.26%	255/0/0
LRSAM1	ENSG00000148356	protein_coding	chr9	130213765	130265780	0.185634768	38.28%	150/105/0
LRTM1	ENSG00000144771	protein_coding	chr3	54952264	55001115	0.033026592	68.14%	75/180/0
LRTM2	ENSG00000166159	protein_coding	chr12	1929433	1945918	0.097917955	51.53%	100/155/0
LRTM2	ENSG00000285383	protein_coding	chr12	1929433	1945918	0.097917955	51.53%	100/155/0
LRTOMT	ENSG00000284922	protein_coding	chr11	71791382	71821828	0.134690871	45.14%	125/130/0
LRWD1	ENSG00000161036	protein_coding	chr7	102105376	102113615	0.105506437	50.14%	100/155/0
LSAMP	ENSG00000185565	protein_coding	chr3	115521235	117716095	0.999921905	0.17%	255/0/0
LSG1	ENSG00000041802	protein_coding	chr3	194361517	194393206	0.052660927	61.87%	75/180/0
LSM1	ENSG00000175324	protein_coding	chr8	38020839	38034248	0.685283871	8.95%	255/0/0
LSM10	ENSG00000181817	protein_coding	chr1	36856839	36863493	0.246346139	31.9%	150/105/0
LSM11	ENSG00000155858	protein_coding	chr5	157170703	157187717	0.116731812	47.99%	125/130/0
LSM12	ENSG00000161654	protein_coding	chr17	42112003	42144987	0.715971754	8.11%	255/0/0
LSM14A	ENSG00000257103	protein_coding	chr19	34663409	34720420	0.922946433	2.91%	255/0/0
LSM14A	ENSG00000262860	protein_coding	chr19	34663409	34720420	0.922946433	2.91%	255/0/0
LSM14B	ENSG00000149657	protein_coding	chr20	60697517	60710434	0.085668924	54.01%	100/155/0
LSM2	ENSG00000236826	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM2	ENSG00000204392	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM2	ENSG00000225998	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM2	ENSG00000224979	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM2	ENSG00000231502	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM2	ENSG00000172850	protein_coding	chr6	31765173	31774761	0.543728804	14.05%	200/55/0
LSM3	ENSG00000170860	protein_coding	chr3	14219858	14242619	0.569845277	13%	200/55/0
LSM4	ENSG00000130520	protein_coding	chr19	18417040	18434084	0.046478894	63.76%	75/180/0
LSM5	ENSG00000106355	protein_coding	chr7	32524951	32534895	0.889080271	3.71%	255/0/0
LSM6	ENSG00000164167	protein_coding	chr4	147096837	147121152	0.495143626	16.06%	200/55/0
LSM7	ENSG00000130332	protein_coding	chr19	2321516	2328619	0.312259459	26.67%	175/80/0
LSMEM1	ENSG00000181016	protein_coding	chr7	112120908	112131117	0.017139938	75.76%	50/205/0
LSMEM2	ENSG00000179564	protein_coding	chr3	50316458	50325545	0.195625028	37.2%	150/105/0
LSP1	ENSG00000130592	protein_coding	chr11	1874200	1913497	0.003433512	87.89%	25/230/0
LSP1	ENSG00000288199	protein_coding	chr11	1874200	1913497	0.003433512	87.89%	25/230/0
LSR	ENSG00000105699	protein_coding	chr19	35739233	35758867	0.042036693	65.11%	75/180/0
LSS	ENSG00000281289	protein_coding	chr21	47608055	47648738	0.346361251	24.39%	175/80/0
LSS	ENSG00000160285	protein_coding	chr21	47608055	47648738	0.346361251	24.39%	175/80/0
LST1	ENSG00000223465	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000230791	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000234514	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000204482	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000231048	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000235915	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000226182	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LST1	ENSG00000206433	protein_coding	chr6	31553901	31556686	0.001027944	95.25%	0/255/0
LTA	ENSG00000226979	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000226275	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000223919	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000231408	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000238130	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000173503	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA	ENSG00000230279	protein_coding	chr6	31539831	31542101	0.209151094	35.67%	150/105/0
LTA4H	ENSG00000111144	protein_coding	chr12	96394606	96437298	0.315726297	26.37%	175/80/0
LTB	ENSG00000231314	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000236237	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000227507	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000238114	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000223448	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000236925	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000204487	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB	ENSG00000206437	protein_coding	chr6	31548302	31550299	0.185024033	38.35%	150/105/0
LTB4R	ENSG00000213903	protein_coding	chr14	24780656	24787242	0.031854015	68.67%	75/180/0
LTB4R	ENSG00000285456	protein_coding	chr14	24780656	24787242	0.031854015	68.67%	75/180/0
LTB4R2	ENSG00000213906	protein_coding	chr14	24774940	24781259	0.095957768	51.94%	100/155/0
LTB4R2	ENSG00000285203	protein_coding	chr14	24774940	24781259	0.095957768	51.94%	100/155/0
LTBP1	ENSG00000049323	protein_coding	chr2	33172039	33624576	0.377891904	22.21%	175/80/0
LTBP2	ENSG00000119681	protein_coding	chr14	74964873	75079306	0.184719306	38.39%	150/105/0
LTBP3	ENSG00000168056	protein_coding	chr11	65306276	65326401	0.150450065	42.94%	125/130/0
LTBP4	ENSG00000090006	protein_coding	chr19	41098789	41135725	0.091127701	53.01%	100/155/0
LTBR	ENSG00000111321	protein_coding	chr12	6484211	6500733	0.037342618	66.67%	75/180/0
LTC4S	ENSG00000283887	protein_coding	chr5	179220981	179223648	0.018667898	74.88%	50/205/0
LTC4S	ENSG00000213316	protein_coding	chr5	179220981	179223648	0.018667898	74.88%	50/205/0
LTF	ENSG00000012223	protein_coding	chr3	46477136	46526724	0.008447646	82.21%	25/230/0
LTK	ENSG00000062524	protein_coding	chr15	41795836	41806085	0.020782622	73.8%	50/205/0
LTN1	ENSG00000198862	protein_coding	chr21	30300466	30365270	0.18396832	38.5%	150/105/0
LTN1	ENSG00000291534	protein_coding	chr21	30300466	30365270	0.18396832	38.5%	150/105/0
LTV1	ENSG00000135521	protein_coding	chr6	144164481	144184949	0.213709263	35.15%	150/105/0
LUC7L	ENSG00000007392	protein_coding	chr16	238968	279462	0.177529477	39.38%	150/105/0
LUC7L2	ENSG00000146963	protein_coding	chr7	139026106	139107345	0.474365338	16.99%	200/55/0
LUC7L3	ENSG00000108848	protein_coding	chr17	48796905	48833574	0.836373858	4.93%	255/0/0
LUM	ENSG00000139329	protein_coding	chr12	91496406	91505608	0.629957198	10.77%	200/55/0
LURAP1	ENSG00000171357	protein_coding	chr1	46669006	46686933	0.122995751	46.98%	125/130/0
LURAP1L	ENSG00000153714	protein_coding	chr9	12775020	12822130	0.198109841	36.91%	150/105/0
LUZP1	ENSG00000169641	protein_coding	chr1	23410516	23504301	0.067512141	58.01%	100/155/0
LUZP2	ENSG00000187398	protein_coding	chr11	24518516	25104150	0.078859085	55.46%	100/155/0
