HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N3.HOG0009134	OG0006847	n0			rna-XM_040204808.1			
N3.HOG0009135	OG0006848	n0			rna-XM_040203332.1			
N3.HOG0009136	OG0006849	n0			rna-XM_040204082.1			
N3.HOG0009137	OG0006850	n0			rna-XM_040203095.1			
N3.HOG0009138	OG0006851	n0			rna-XM_040203097.1			
N3.HOG0009139	OG0006852	n0			rna-XM_040204229.1			
N3.HOG0009140	OG0006853	n0			rna-XM_040203729.1			
N3.HOG0009141	OG0006855	n0			rna-XM_040204489.1			
N3.HOG0009142	OG0006856	n0			rna-XM_040204543.1			
N3.HOG0009143	OG0006857	n0			rna-XM_040204483.1			
N3.HOG0009144	OG0006858	n0			rna-XM_040204500.1			
N3.HOG0009145	OG0006859	n0			rna-XM_040204529.1			
N3.HOG0009146	OG0006860	n0			rna-XM_040204485.1			
N3.HOG0009147	OG0006861	n0			rna-XM_040204494.1			
N3.HOG0009148	OG0006862	n0			rna-XM_040204547.1			
N3.HOG0009149	OG0006863	n0			rna-XM_040204544.1			
N3.HOG0009150	OG0006864	n0			rna-XM_040204524.1			
N3.HOG0009151	OG0006865	n0			rna-XM_040204490.1			
N3.HOG0009152	OG0006866	n0			rna-XM_040204526.1			
N3.HOG0009153	OG0006867	n0			rna-XM_040204501.1			
N3.HOG0009154	OG0006868	n0			rna-XM_040204076.1			
N3.HOG0009155	OG0006869	n0			rna-XM_040204077.1			
N3.HOG0009156	OG0006870	n0			rna-XM_040204987.1			
N3.HOG0009157	OG0006871	n0			rna-XM_040203742.1			
N3.HOG0009158	OG0006872	n0			rna-XM_040203681.1			
N3.HOG0009159	OG0006873	n0			rna-XM_040203679.1			
N3.HOG0009160	OG0006874	n0			rna-XM_040203677.1			
N3.HOG0009161	OG0006875	n0			rna-XM_040203678.1			
N3.HOG0009162	OG0006876	n0			rna-XM_040203689.1			
N3.HOG0009163	OG0006877	n0			rna-XM_040203687.1			
N3.HOG0009164	OG0006878	n0			rna-XM_040203688.1			
N3.HOG0009165	OG0006879	n0			rna-XM_040204643.1			
N3.HOG0009166	OG0006880	n0			rna-XM_040204307.1			
N3.HOG0009167	OG0006881	n0			rna-XM_040203550.1			
N3.HOG0009168	OG0006882	n0			rna-XM_040203590.1			
N3.HOG0009169	OG0006883	n0			rna-XM_040203584.1			
N3.HOG0009170	OG0006884	n0			rna-XM_040204791.1			
N3.HOG0009171	OG0006885	n0			rna-XM_040204601.1			
N3.HOG0009172	OG0006886	n0			rna-XM_040202801.1			
N3.HOG0009173	OG0006887	n0			rna-XM_040202796.1			
N3.HOG0009174	OG0006888	n0			rna-XM_040203309.1			
N3.HOG0009175	OG0006889	n0			rna-XM_040203318.1			
N3.HOG0009176	OG0006890	n0			rna-XM_040204446.1			
N3.HOG0009177	OG0006891	n0			rna-XM_040204691.1			
N3.HOG0009178	OG0006892	n0			rna-XM_040202683.1			
N3.HOG0009179	OG0006893	n0			rna-XM_040202692.1			
N3.HOG0009180	OG0006894	n0			rna-XM_040202690.1			
N3.HOG0009181	OG0006895	n0			rna-XM_040202685.1			
N3.HOG0009182	OG0006896	n0			rna-XM_040202739.1			
N3.HOG0009183	OG0006897	n0			rna-XM_040204576.1			
N3.HOG0009184	OG0006898	n0			rna-XM_040205097.1			
N3.HOG0009185	OG0006899	n0			rna-XM_040203957.1			
N3.HOG0009186	OG0006900	n0			rna-XM_040203160.1			
N3.HOG0009187	OG0006901	n0			rna-XM_040203151.1			
N3.HOG0009188	OG0006902	n0			rna-XM_040203179.1			
N3.HOG0009189	OG0006903	n0			rna-XM_040203172.1			
N3.HOG0009190	OG0006904	n0			rna-XM_040203168.1			
N3.HOG0009191	OG0006905	n0			rna-XM_040203167.1			
N3.HOG0009192	OG0006906	n0			rna-XM_040203163.1			
N3.HOG0009193	OG0006907	n0			rna-XM_040203181.1			
N3.HOG0009194	OG0006908	n0			rna-XM_040203182.1			
N3.HOG0009195	OG0006909	n0			rna-XM_040203147.1			
N3.HOG0009196	OG0006910	n0			rna-XM_040204939.1			
N3.HOG0009197	OG0006911	n0			rna-XM_040205000.1			
N3.HOG0009198	OG0006912	n0			rna-XM_040205094.1			
N3.HOG0009199	OG0006914	n0			rna-XM_040174774.1			
N3.HOG0009200	OG0006915	n0			rna-XM_040173918.1			
N3.HOG0009201	OG0006916	n0			rna-XM_040185441.1			
N3.HOG0009202	OG0006917	n0			rna-XM_040173413.1			
N3.HOG0009203	OG0006918	n0			rna-XM_040174851.1			
N3.HOG0009204	OG0006919	n0			rna-XM_040174846.1			
N3.HOG0009205	OG0006920	n0			rna-XM_040173372.1			
N3.HOG0009206	OG0006921	n0			rna-XM_040173377.1			
N3.HOG0009207	OG0006922	n0			rna-XM_040173369.1			
N3.HOG0009208	OG0006923	n0			rna-XM_040173370.1			
N3.HOG0009209	OG0006924	n0			rna-XM_040173374.1			
N3.HOG0009210	OG0006925	n0			rna-XM_040173373.1			
N3.HOG0009211	OG0006926	n0			rna-XM_040174182.1			
N3.HOG0009212	OG0006927	n0			rna-XM_040174353.1			
N3.HOG0009213	OG0006928	n0			rna-XM_040175667.1			
N3.HOG0009214	OG0006929	n0			rna-XM_040175034.1			
N3.HOG0009215	OG0006930	n0			rna-XM_040175056.1			
N3.HOG0009216	OG0006931	n0			rna-XM_040173764.1			
N3.HOG0009217	OG0006932	n0			rna-XM_040173772.1			
N3.HOG0009218	OG0006933	n0			rna-XM_040174779.1			
N3.HOG0009219	OG0006934	n0			rna-XM_040175247.1			
N3.HOG0009220	OG0006935	n0			rna-XM_040174725.1			
N3.HOG0009221	OG0006936	n0			rna-XM_040174023.1			
N3.HOG0009222	OG0006937	n0			rna-XM_040175620.1			
N3.HOG0009223	OG0006938	n0			rna-XM_040172730.1			
N3.HOG0009224	OG0006939	n0			rna-XM_040172732.1			
N3.HOG0009225	OG0006940	n0			rna-XM_040172726.1			
N3.HOG0009226	OG0006941	n0			rna-XM_040175665.1			
N3.HOG0009227	OG0006942	n0			rna-XM_040172642.1, rna-XM_040169490.1			
N3.HOG0009228	OG0006943	n0			rna-XM_040172697.1			
N3.HOG0009229	OG0006944	n0			rna-XM_040175217.1			
N3.HOG0009230	OG0006945	n0			rna-XM_040175212.1			
N3.HOG0009231	OG0006946	n0			rna-XM_040175647.1			
N3.HOG0009232	OG0006947	n0			rna-XM_040175653.1			
N3.HOG0009233	OG0006948	n0			rna-XM_040175643.1			
N3.HOG0009234	OG0006949	n0			rna-XM_040175656.1			
N3.HOG0009235	OG0006950	n0			rna-XM_040174582.1			
N3.HOG0009236	OG0006951	n0			rna-XM_040173945.1			
N3.HOG0009237	OG0006952	n0			rna-XM_040173947.1			
N3.HOG0009238	OG0006953	n0			rna-XM_040173944.1			
N3.HOG0009239	OG0006954	n0			rna-XM_040175041.1			
N3.HOG0009240	OG0006955	n0			rna-XM_040175190.1			
N3.HOG0009241	OG0006956	n0			rna-XM_040175076.1			
N3.HOG0009242	OG0006957	n0			rna-XM_040174626.1			
N3.HOG0009243	OG0006958	n0			rna-XM_040175043.1			
N3.HOG0009244	OG0006959	n0			rna-XM_040175222.1			
N3.HOG0009245	OG0006960	n0			rna-XM_040172603.1			
N3.HOG0009246	OG0006961	n0			rna-XM_040174857.1			
N3.HOG0009247	OG0006962	n0			rna-XM_040173534.1			
N3.HOG0009248	OG0006963	n0			rna-XM_040172693.1			
N3.HOG0009249	OG0006964	n0			rna-XM_040172781.1			
N3.HOG0009250	OG0006965	n0			rna-XM_040172780.1			
N3.HOG0009251	OG0006966	n0			rna-XM_040173996.1			
N3.HOG0009252	OG0006967	n0			rna-XM_040173999.1			
N3.HOG0009253	OG0006968	n0			rna-XM_040173475.1			
N3.HOG0009254	OG0006969	n0			rna-XM_040174786.1			
N3.HOG0009255	OG0006970	n0			rna-XM_040175638.1			
N3.HOG0009256	OG0006971	n0			rna-XM_040175298.1			
N3.HOG0009257	OG0006972	n0			rna-XM_040174250.1			
N3.HOG0009258	OG0006973	n0			rna-XM_040172734.1			
N3.HOG0009259	OG0006974	n0			rna-XM_040172495.1			
N3.HOG0009260	OG0006975	n0			rna-XM_040175109.1			
N3.HOG0009261	OG0006976	n0			rna-XM_040175107.1			
N3.HOG0009262	OG0006977	n0			rna-XM_040173652.1			
N3.HOG0009263	OG0006978	n0			rna-XM_040174902.1			
N3.HOG0009264	OG0006979	n0			rna-XM_040173975.1			
N3.HOG0009265	OG0006980	n0			rna-XM_040172798.1			
N3.HOG0009266	OG0006981	n0			rna-XM_040172803.1			
N3.HOG0009267	OG0006982	n0			rna-XM_040172804.1			
N3.HOG0009268	OG0006983	n0			rna-XM_040172807.1			
N3.HOG0009269	OG0006984	n0			rna-XM_040172808.1			
N3.HOG0009270	OG0006985	n0			rna-XM_040174076.1			
N3.HOG0009271	OG0006986	n0			rna-XM_040174073.1			
N3.HOG0009272	OG0006987	n0			rna-XM_040172739.1			
N3.HOG0009273	OG0006988	n0			rna-XM_040173206.1			
N3.HOG0009274	OG0006989	n0			rna-XM_040173009.1			
N3.HOG0009275	OG0006990	n0			rna-XM_040172997.1			
N3.HOG0009276	OG0006991	n0			rna-XM_040173000.1			
N3.HOG0009277	OG0006992	n0			rna-XM_040175264.1			
N3.HOG0009278	OG0006993	n0			rna-XM_040174634.1			
N3.HOG0009279	OG0006994	n0			rna-XM_040175315.1			
N3.HOG0009280	OG0006995	n0			rna-XM_040175325.1			
N3.HOG0009281	OG0006996	n0			rna-XM_040174494.1			
N3.HOG0009282	OG0006997	n0			rna-XM_040173967.1			
N3.HOG0009283	OG0006998	n0			rna-XM_040173159.1			
N3.HOG0009284	OG0006999	n0			rna-XM_040172608.1			
N3.HOG0009285	OG0007000	n0			rna-XM_040172610.1			
N3.HOG0009286	OG0007001	n0			rna-XM_040174142.1			
N3.HOG0009287	OG0007002	n0			rna-XM_040174145.1			
N3.HOG0009288	OG0007003	n0			rna-XM_040174144.1			
N3.HOG0009289	OG0007004	n0			rna-XM_040174184.1			
N3.HOG0009290	OG0007005	n0			rna-XM_040174183.1			
N3.HOG0009291	OG0007006	n0			rna-XM_040175409.1			
N3.HOG0009292	OG0007007	n0			rna-XM_040175419.1			
N3.HOG0009293	OG0007008	n0			rna-XM_040175413.1			
N3.HOG0009294	OG0007009	n0			rna-XM_040175422.1			
N3.HOG0009295	OG0007010	n0			rna-XM_040172746.1			
N3.HOG0009296	OG0007011	n0			rna-XM_040172612.1			
N3.HOG0009297	OG0007012	n0			rna-XM_040172620.1			
N3.HOG0009298	OG0007013	n0			rna-XM_040172975.1			
N3.HOG0009299	OG0007014	n0			rna-XM_040172972.1			
N3.HOG0009300	OG0007015	n0			rna-XM_040172978.1			
N3.HOG0009301	OG0007016	n0			rna-XM_040172976.1			
N3.HOG0009302	OG0007017	n0			rna-XM_040174583.1			
N3.HOG0009303	OG0007018	n0			rna-XM_040173751.1			
N3.HOG0009304	OG0007019	n0			rna-XM_040173741.1			
N3.HOG0009305	OG0007020	n0			rna-XM_040173738.1			
N3.HOG0009306	OG0007021	n0			rna-XM_040173750.1			
N3.HOG0009307	OG0007022	n0			rna-XM_040173739.1			
N3.HOG0009308	OG0007023	n0			rna-XM_040173754.1			
N3.HOG0009309	OG0007024	n0			rna-XM_040173236.1			
N3.HOG0009310	OG0007025	n0			rna-XM_040173235.1			
N3.HOG0009311	OG0007026	n0			rna-XM_040173626.1			
N3.HOG0009312	OG0007027	n0			rna-XM_040173627.1			
N3.HOG0009313	OG0007028	n0			rna-XM_040174342.1			
N3.HOG0009314	OG0007029	n0			rna-XM_040174465.1			
N3.HOG0009315	OG0007030	n0			rna-XM_040174463.1			
N3.HOG0009316	OG0007031	n0			rna-XM_040174064.1			
N3.HOG0009317	OG0007032	n0			rna-XM_040175074.1			
N3.HOG0009318	OG0007033	n0			rna-XM_040174718.1			
N3.HOG0009319	OG0007034	n0			rna-XM_040174717.1			
N3.HOG0009320	OG0007035	n0			rna-XM_040173244.1			
N3.HOG0009321	OG0007036	n0			rna-XM_040173245.1			
N3.HOG0009322	OG0007037	n0			rna-XM_040174135.1			
N3.HOG0009323	OG0007038	n0			rna-XM_040174141.1			
N3.HOG0009324	OG0007039	n0			rna-XM_040172576.1			
N3.HOG0009325	OG0007040	n0			rna-XM_040172858.1			
N3.HOG0009326	OG0007041	n0			rna-XM_040173204.1			
N3.HOG0009327	OG0007042	n0			rna-XM_040173198.1			
N3.HOG0009328	OG0007043	n0			rna-XM_040174488.1			
N3.HOG0009329	OG0007044	n0			rna-XM_040174487.1			
N3.HOG0009330	OG0007045	n0			rna-XM_040173569.1			
N3.HOG0009331	OG0007046	n0			rna-XM_040173566.1			
N3.HOG0009332	OG0007047	n0			rna-XM_040173011.1			
N3.HOG0009333	OG0007048	n0			rna-XM_040173016.1			
N3.HOG0009334	OG0007049	n0			rna-XM_040172583.1			
N3.HOG0009335	OG0007050	n0			rna-XM_040172577.1			
N3.HOG0009336	OG0007051	n0			rna-XM_040172585.1			
N3.HOG0009337	OG0007052	n0			rna-XM_040173950.1			
N3.HOG0009338	OG0007053	n0			rna-XM_040173959.1			
N3.HOG0009339	OG0007054	n0			rna-XM_040173958.1			
N3.HOG0009340	OG0007055	n0			rna-XM_040173953.1			
N3.HOG0009341	OG0007056	n0			rna-XM_040174457.1			
N3.HOG0009342	OG0007057	n0			rna-XM_040174458.1			
N3.HOG0009343	OG0007058	n0			rna-XM_040174737.1			
N3.HOG0009344	OG0007059	n0			rna-XM_040174736.1			
N3.HOG0009345	OG0007060	n0			rna-XM_040173477.1			
N3.HOG0009346	OG0007061	n0			rna-XM_040173478.1			
N3.HOG0009347	OG0007062	n0			rna-XM_040173476.1			
N3.HOG0009348	OG0007063	n0			rna-XM_040174486.1			
N3.HOG0009349	OG0007064	n0			rna-XM_040174484.1			
N3.HOG0009350	OG0007065	n0			rna-XM_040174475.1			
N3.HOG0009351	OG0007066	n0			rna-XM_040174470.1			
N3.HOG0009352	OG0007067	n0			rna-XM_040174477.1			
N3.HOG0009353	OG0007068	n0			rna-XM_040174483.1			
N3.HOG0009354	OG0007069	n0			rna-XM_040174482.1			
N3.HOG0009355	OG0007070	n0			rna-XM_040174474.1			
N3.HOG0009356	OG0007071	n0			rna-XM_040173542.1			
N3.HOG0009357	OG0007072	n0			rna-XM_040173494.1			
N3.HOG0009358	OG0007073	n0			rna-XM_040173306.1			
N3.HOG0009359	OG0007074	n0			rna-XM_040173302.1			
N3.HOG0009360	OG0007075	n0			rna-XM_040173294.1			
N3.HOG0009361	OG0007076	n0			rna-XM_040173297.1			
N3.HOG0009362	OG0007077	n0			rna-XM_040173343.1			
N3.HOG0009363	OG0007078	n0			rna-XM_040173324.1			
N3.HOG0009364	OG0007079	n0			rna-XM_040173331.1			
N3.HOG0009365	OG0007080	n0			rna-XM_040173339.1			
N3.HOG0009366	OG0007081	n0			rna-XM_040173317.1			
N3.HOG0009367	OG0007082	n0			rna-XM_040173320.1			
N3.HOG0009368	OG0007083	n0			rna-XM_040173332.1			
N3.HOG0009369	OG0007084	n0			rna-XM_040173615.1			
N3.HOG0009370	OG0007085	n0			rna-XM_040175102.1			
N3.HOG0009371	OG0007086	n0			rna-XM_040175104.1			
N3.HOG0009372	OG0007087	n0			rna-XM_040175100.1			
N3.HOG0009373	OG0007088	n0			rna-XM_040175103.1			
N3.HOG0009374	OG0007089	n0			rna-XM_040175101.1			
N3.HOG0009375	OG0007090	n0			rna-XM_040174492.1			
N3.HOG0009376	OG0007091	n0			rna-XM_040174842.1			
N3.HOG0009377	OG0007092	n0			rna-XM_040174785.1			
N3.HOG0009378	OG0007093	n0			rna-XM_040175271.1			
N3.HOG0009379	OG0007094	n0			rna-XM_040175152.1			
N3.HOG0009380	OG0007095	n0			rna-XM_040175135.1			
N3.HOG0009381	OG0007096	n0			rna-XM_040175164.1			
N3.HOG0009382	OG0007097	n0			rna-XM_040175137.1			
N3.HOG0009383	OG0007098	n0			rna-XM_040175131.1			
N3.HOG0009384	OG0007099	n0			rna-XM_040175161.1			
N3.HOG0009385	OG0007100	n0			rna-XM_040175172.1			
N3.HOG0009386	OG0007101	n0			rna-XM_040175130.1			
N3.HOG0009387	OG0007102	n0			rna-XM_040175170.1			
N3.HOG0009388	OG0007103	n0			rna-XM_040175148.1			
N3.HOG0009389	OG0007104	n0			rna-XM_040175166.1			
N3.HOG0009390	OG0007105	n0			rna-XM_040175138.1			
N3.HOG0009391	OG0007106	n0			rna-XM_040175142.1			
N3.HOG0009392	OG0007107	n0			rna-XM_040174759.1			
N3.HOG0009393	OG0007108	n0			rna-XM_040174758.1			
N3.HOG0009394	OG0007109	n0			rna-XM_040175548.1			
N3.HOG0009395	OG0007110	n0			rna-XM_040175549.1			
N3.HOG0009396	OG0007111	n0			rna-XM_040175442.1			
N3.HOG0009397	OG0007112	n0			rna-XM_040173623.1			
N3.HOG0009398	OG0007113	n0			rna-XM_040172655.1			
N3.HOG0009399	OG0007114	n0			rna-XM_040172656.1			
N3.HOG0009400	OG0007115	n0			rna-XM_040174500.1			
N3.HOG0009401	OG0007116	n0			rna-XM_040173691.1			
N3.HOG0009402	OG0007117	n0			rna-XM_040173706.1			
N3.HOG0009403	OG0007118	n0			rna-XM_040173692.1			
N3.HOG0009404	OG0007119	n0			rna-XM_040173699.1			
N3.HOG0009405	OG0007120	n0			rna-XM_040173694.1			
N3.HOG0009406	OG0007121	n0			rna-XM_040173698.1			
N3.HOG0009407	OG0007122	n0			rna-XM_040174539.1			
N3.HOG0009408	OG0007123	n0			rna-XM_040172783.1			
N3.HOG0009409	OG0007124	n0			rna-XM_040172648.1			
N3.HOG0009410	OG0007125	n0			rna-XM_040174853.1			
N3.HOG0009411	OG0007126	n0			rna-XM_040175182.1			
N3.HOG0009412	OG0007127	n0			rna-XM_040175007.1			
N3.HOG0009413	OG0007128	n0			rna-XM_040173674.1			
N3.HOG0009414	OG0007129	n0			rna-XM_040173677.1			
N3.HOG0009415	OG0007130	n0			rna-XM_040174084.1			
N3.HOG0009416	OG0007131	n0			rna-XM_040174087.1			
N3.HOG0009417	OG0007132	n0			rna-XM_040174900.1			
N3.HOG0009418	OG0007133	n0			rna-XM_040173641.1			
N3.HOG0009419	OG0007134	n0			rna-XM_040174506.1			
N3.HOG0009420	OG0007135	n0			rna-XM_040173546.1			
N3.HOG0009421	OG0007136	n0			rna-XM_040173545.1			
N3.HOG0009422	OG0007137	n0			rna-XM_040174920.1			
N3.HOG0009423	OG0007138	n0			rna-XM_040175308.1			
N3.HOG0009424	OG0007139	n0			rna-XM_040173614.1			
N3.HOG0009425	OG0007142	n0			rna-XM_040174776.1			
N3.HOG0009426	OG0007143	n0			rna-XM_040173600.1			
N3.HOG0009427	OG0007144	n0			rna-XM_040172533.1			
N3.HOG0009428	OG0007145	n0			rna-XM_040172786.1			
N3.HOG0009429	OG0007146	n0			rna-XM_040172504.1			
N3.HOG0009430	OG0007147	n0			rna-XM_040172525.1			
N3.HOG0009431	OG0007148	n0			rna-XM_040172538.1			
N3.HOG0009432	OG0007149	n0			rna-XM_040172501.1			
N3.HOG0009433	OG0007150	n0			rna-XM_040172539.1			
N3.HOG0009434	OG0007151	n0			rna-XM_040172528.1			
N3.HOG0009435	OG0007152	n0			rna-XM_040172541.1			
N3.HOG0009436	OG0007153	n0			rna-XM_040172521.1			
N3.HOG0009437	OG0007154	n0			rna-XM_040175236.1			
N3.HOG0009438	OG0007155	n0			rna-XM_040175233.1			
N3.HOG0009439	OG0007157	n0			rna-XM_040172903.1			
N3.HOG0009440	OG0007158	n0			rna-XM_040174443.1			
N3.HOG0009441	OG0007159	n0			rna-XM_040173548.1			
N3.HOG0009442	OG0007160	n0			rna-XM_040173496.1			
N3.HOG0009443	OG0007161	n0			rna-XM_040173502.1			
N3.HOG0009444	OG0007162	n0			rna-XM_040173501.1			
N3.HOG0009445	OG0007163	n0			rna-XM_040173516.1			
N3.HOG0009446	OG0007164	n0			rna-XM_040173517.1			
N3.HOG0009447	OG0007165	n0			rna-XM_040173523.1			
N3.HOG0009448	OG0007166	n0			rna-XM_040173510.1			
N3.HOG0009449	OG0007167	n0			rna-XM_040174888.1			
N3.HOG0009450	OG0007168	n0			rna-XM_040175501.1			
N3.HOG0009451	OG0007169	n0			rna-XM_040174502.1			
N3.HOG0009452	OG0007170	n0			rna-XM_040173688.1			
N3.HOG0009453	OG0007171	n0			rna-XM_040173690.1			
N3.HOG0009454	OG0007172	n0			rna-XM_040172555.1			
N3.HOG0009455	OG0007173	n0			rna-XM_040172557.1			
N3.HOG0009456	OG0007174	n0			rna-XM_040172558.1			
N3.HOG0009457	OG0007175	n0			rna-XM_040173214.1			
N3.HOG0009458	OG0007176	n0			rna-XM_040173210.1			
N3.HOG0009459	OG0007177	n0			rna-XM_040174181.1			
N3.HOG0009460	OG0007178	n0			rna-XM_040174624.1			
N3.HOG0009461	OG0007179	n0			rna-XM_040174049.1			
N3.HOG0009462	OG0007180	n0			rna-XM_040175641.1			
N3.HOG0009463	OG0007181	n0			rna-XM_040174838.1			
N3.HOG0009464	OG0007182	n0			rna-XM_040174299.1			
N3.HOG0009465	OG0007183	n0			rna-XM_040174294.1			
N3.HOG0009466	OG0007184	n0			rna-XM_040172705.1			
N3.HOG0009467	OG0007185	n0			rna-XM_040172708.1			
N3.HOG0009468	OG0007186	n0			rna-XM_040172714.1			
N3.HOG0009469	OG0007187	n0			rna-XM_040172712.1			
N3.HOG0009470	OG0007188	n0			rna-XM_040172707.1			
N3.HOG0009471	OG0007189	n0			rna-XM_040175084.1			
N3.HOG0009472	OG0007190	n0			rna-XM_040174835.1			
N3.HOG0009473	OG0007191	n0			rna-XM_040174837.1			
N3.HOG0009474	OG0007192	n0			rna-XM_040174833.1			
N3.HOG0009475	OG0007193	n0			rna-XM_040175640.1			
N3.HOG0009476	OG0007194	n0			rna-XM_040172938.1			
N3.HOG0009477	OG0007195	n0			rna-XM_040172940.1			
N3.HOG0009478	OG0007196	n0			rna-XM_040172941.1			
N3.HOG0009479	OG0007197	n0			rna-XM_040172792.1			
N3.HOG0009480	OG0007198	n0			rna-XM_040175391.1			
N3.HOG0009481	OG0007199	n0			rna-XM_040174628.1			
N3.HOG0009482	OG0007200	n0			rna-XM_040172840.1			
N3.HOG0009483	OG0007201	n0			rna-XM_040172844.1			
N3.HOG0009484	OG0007202	n0			rna-XM_040175203.1			
N3.HOG0009485	OG0007203	n0			rna-XM_040175093.1			
N3.HOG0009486	OG0007204	n0			rna-XM_040174739.1			
N3.HOG0009487	OG0007205	n0			rna-XM_040174748.1			
N3.HOG0009488	OG0007206	n0			rna-XM_040174755.1			
N3.HOG0009489	OG0007208	n0			rna-XM_040174559.1			
N3.HOG0009490	OG0007209	n0			rna-XM_040174724.1			
N3.HOG0009491	OG0007210	n0			rna-XM_040173887.1			
N3.HOG0009492	OG0007211	n0			rna-XM_040173801.1			
N3.HOG0009493	OG0007212	n0			rna-XM_040173853.1			
N3.HOG0009494	OG0007213	n0			rna-XM_040173879.1			
N3.HOG0009495	OG0007214	n0			rna-XM_040173905.1			
N3.HOG0009496	OG0007215	n0			rna-XM_040173903.1			
N3.HOG0009497	OG0007216	n0			rna-XM_040173803.1			
N3.HOG0009498	OG0007217	n0			rna-XM_040173899.1			
N3.HOG0009499	OG0007218	n0			rna-XM_040173869.1			
N3.HOG0009500	OG0007219	n0			rna-XM_040173894.1			
N3.HOG0009501	OG0007220	n0			rna-XM_040172822.1			
N3.HOG0009502	OG0007221	n0			rna-XM_040173793.1			
N3.HOG0009503	OG0007222	n0			rna-XM_040173871.1			
N3.HOG0009504	OG0007223	n0			rna-XM_040173848.1			
N3.HOG0009505	OG0007224	n0			rna-XM_040173901.1			
N3.HOG0009506	OG0007225	n0			rna-XM_040173874.1			
N3.HOG0009507	OG0007226	n0			rna-XM_040173825.1			
N3.HOG0009508	OG0007227	n0			rna-XM_040172831.1			
N3.HOG0009509	OG0007228	n0			rna-XM_040173854.1			
N3.HOG0009510	OG0007229	n0			rna-XM_040172832.1			
N3.HOG0009511	OG0007230	n0			rna-XM_040173881.1			
N3.HOG0009512	OG0007231	n0			rna-XM_040173849.1			
N3.HOG0009513	OG0007232	n0			rna-XM_040173909.1			
N3.HOG0009514	OG0007233	n0			rna-XM_040173819.1			
N3.HOG0009515	OG0007234	n0			rna-XM_040173802.1			
N3.HOG0009516	OG0007235	n0			rna-XM_040173867.1			
N3.HOG0009517	OG0007236	n0			rna-XM_040173913.1			
N3.HOG0009518	OG0007237	n0			rna-XM_040173889.1			
N3.HOG0009519	OG0007238	n0			rna-XM_040173893.1			
N3.HOG0009520	OG0007239	n0			rna-XM_040173885.1			
N3.HOG0009521	OG0007240	n0			rna-XM_040173902.1			
N3.HOG0009522	OG0007241	n0			rna-XM_040173915.1			
N3.HOG0009523	OG0007242	n0			rna-XM_040173912.1			
N3.HOG0009524	OG0007243	n0			rna-XM_040173806.1			
N3.HOG0009525	OG0007244	n0			rna-XM_040173883.1			
N3.HOG0009526	OG0007245	n0			rna-XM_040173886.1			
N3.HOG0009527	OG0007246	n0			rna-XM_040173838.1			
N3.HOG0009528	OG0007247	n0			rna-XM_040172586.1			
N3.HOG0009529	OG0007248	n0			rna-XM_040174883.1			
N3.HOG0009530	OG0007249	n0			rna-XM_040175603.1			
N3.HOG0009531	OG0007250	n0			rna-XM_040175591.1			
N3.HOG0009532	OG0007251	n0			rna-XM_040175609.1			
N3.HOG0009533	OG0007252	n0			rna-XM_040175584.1			
N3.HOG0009534	OG0007253	n0			rna-XM_040175571.1			
N3.HOG0009535	OG0007255	n0			rna-XM_040175617.1			
N3.HOG0009536	OG0007256	n0			rna-XM_040175615.1			
N3.HOG0009537	OG0007257	n0			rna-XM_040175606.1			
N3.HOG0009538	OG0007258	n0			rna-XM_040175611.1			
N3.HOG0009539	OG0007259	n0			rna-XM_040175608.1			
N3.HOG0009540	OG0007260	n0			rna-XM_040173116.1			
N3.HOG0009541	OG0007261	n0			rna-XM_040175273.1			
N3.HOG0009542	OG0007262	n0			rna-XM_040174790.1			
N3.HOG0009543	OG0007263	n0			rna-XM_040174010.1			
N3.HOG0009544	OG0007264	n0			rna-XM_040174840.1			
N3.HOG0009545	OG0007265	n0			rna-XM_040173172.1			
N3.HOG0009546	OG0007266	n0			rna-XM_040173176.1			
N3.HOG0009547	OG0007267	n0			rna-XM_040174727.1			
N3.HOG0009548	OG0007268	n0			rna-XM_040172605.1			
N3.HOG0009549	OG0007269	n0			rna-XM_040173426.1			
N3.HOG0009550	OG0007270	n0			rna-XM_040172837.1, rna-XM_040175256.1			
N3.HOG0009551	OG0007271	n0			rna-XM_040175255.1			
N3.HOG0009552	OG0007272	n0			rna-XM_040174801.1			
N3.HOG0009553	OG0007273	n0			rna-XM_040172595.1			
N3.HOG0009554	OG0007274	n0			rna-XM_040172594.1			
N3.HOG0009555	OG0007275	n0			rna-XM_040172590.1			
N3.HOG0009556	OG0007276	n0			rna-XM_040172593.1			
N3.HOG0009557	OG0007277	n0			rna-XM_040173987.1			
N3.HOG0009558	OG0007278	n0			rna-XM_040174697.1			
N3.HOG0009559	OG0007279	n0			rna-XM_040172611.1			
N3.HOG0009560	OG0007280	n0			rna-XM_040174705.1			
N3.HOG0009561	OG0007281	n0			rna-XM_040175078.1			
N3.HOG0009562	OG0007282	n0			rna-XM_040174518.1			
N3.HOG0009563	OG0007283	n0			rna-XM_040175206.1			
N3.HOG0009564	OG0007284	n0			rna-XM_040175205.1			
N3.HOG0009565	OG0007285	n0			rna-XM_040175208.1			
N3.HOG0009566	OG0007286	n0			rna-XM_040175211.1			
N3.HOG0009567	OG0007287	n0			rna-XM_040174621.1			
N3.HOG0009568	OG0007288	n0			rna-XM_040172820.1			
