ChrGa	Start	End	GeneGa	GeneGw	ChrGw	Start	End	NCBI_gene	Ensemble_ID	Ensemble_Human_ID	HIindex	Strata Group
NC_053230.1	4423342	4447903	rna-XM_040162737.1	g10536.t3	chr19	3186816	3218338	120809127	ENSGACG00000014025	ENSG00000158545	0.062626987	S2	1n-2n
NC_053230.1	4402614	4406909	rna-XM_040163138.1	g10538.t1	chr19	3237234	3240534	120809384	ENSGACG00000023731	ENSG00000168802	0.583934938	S2	1n
NC_053230.1	4385979	4397136	rna-XM_040163609.1	g10539.t1	chr19	3256678	3259361	120809645	ENSGACG00000029908	ENSG00000103044	0.384788136	S2	1n
NC_053230.1	4361668	4384458	rna-XM_040161855.1	g10540.t1	chr19	3268413	3299259	120808750	ENSGACG00000014081	ENSG00000103047	0.094005655	S2	1n
NC_053230.1	914377	952075	rna-XM_040163067.1	g10545.t1	chr19	3398954	3423164	120809344	ENSGACG00000002282	ENSG00000103056	0.159300714	S2	1n-2n
NC_053230.1	969313	987585	rna-XM_040162337.1	g10546.t3	chr19	3467307	3520709	120808956	ENSGACG00000002294	ENSG00000103034	0.197146279	S2	1n
NC_053230.1	1011633	1014776	rna-XM_040163740.1	g10547.t1	chr19	3543161	3546323	120809722	ENSGACG00000027651	ENSG00000181938	0.380154496	S2	1n
NC_053230.1	1054693	1059030	rna-XM_040163479.1	g10550.t1	chr19	3603098	3609801	120809575	ENSGACG00000002305	ENSG00000166816	0.049860532	S2	1n
NC_053230.1	1064243	1067815	rna-XM_040163490.1	g10552.t1	chr19	3617583	3626511	120809579	ENSGACG00000002360	ENSG00000242498	0.038233608	S2	1n
NC_053230.1	1090851	1104622	rna-XM_040163491.1	g10555.t1	chr19	3654885	3671957	120809580	ENSGACG00000002368	ENSG00000110721	0.188840192	S2	1n
NC_053230.1	1176499	1184727	rna-XM_040163808.1	g10557.t1	chr19	3769521	3798149	120809769	ENSGACG00000002410	ENSG00000087237	0.018396034	S2	1n
NC_053230.1	1198531	1208791	rna-XM_040163794.1	g10558.t1	chr19	3802381	3832346	120809759	ENSGACG00000002419	ENSG00000070915	0.160952618	S2	1n
NC_053230.1	3306146	3326270	rna-XM_040163492.1	g10563.t1	chr19	4119232	4147591	120809582	ENSGACG00000003267	ENSG00000103089	0.063517581	S2	2n
NC_053230.1	3285464	3290900	rna-XM_040162768.1	g10565.t1	chr19	4203793	4205758	120809136	ENSGACG00000035886	ENSG00000166188	0.06251298	S2	1n
NC_053230.1	3281681	3285409	rna-XM_040162769.1	g10566.t1	chr19	4207667	4210005	120809137	ENSGACG00000003257	ENSG00000103005	0.055952363	S2	1n
NC_053230.1	3269825	3277090	rna-XM_040162788.1	g10568.t1	chr19	4213408	4221086	120809157	ENSGACG00000028733	ENSG00000103066	0.081764213	S2	1n
NC_053230.1	3263132	3269734	rna-XM_040162787.1	g10569.t1	chr19	4221794	4228021	120809156	ENSGACG00000003242	ENSG00000213398	0.351438281	S2	1n-2n
NC_053230.1	3202733	3213175	rna-XM_040163470.1	g10573.t1	chr19	4286631	4302639	120809570	ENSGACG00000003198	ENSG00000104731	0.018519444	S2	1n
NC_053230.1	3165079	3197100	rna-XM_040163040.1	g10574.t1	chr19	4326429	4375293	120809326	ENSGACG00000037753	ENSG00000154118	0.231218042	S2	1n-2n
NC_053230.1	4278424	4312249	rna-XM_040162237.1	g10578.t2	chr19	4577842	4620363	100379285	ENSGACG00000024874	ENSG00000175216	0.997928049	S2	1n
NC_053230.1	857956	865556	rna-XM_040162943.1	g10580.t1	chr19	4663570	4705284	120809263	ENSGACG00000002250	ENSG00000179044	0.052184057	S2	1n
NC_053230.1	850853	856931	rna-XM_040162944.1	g10583.t1	chr19	4770595	4790383	120809264	ENSGACG00000002229	ENSG00000132600	0.21654119	S2	1n
NC_053230.1	847940	850860	rna-XM_040162946.1	g10584.t2	chr19	4805820	4807977	120809266	ENSGACG00000002221	ENSG00000005194	0.093649359	S2	1n
NC_053230.1	844143	847744	rna-XM_040162945.1	g10585.t1	chr19	4810583	4814754	120809265	ENSGACG00000002219	ENSG00000088682	0.108502854	S2	1n
NC_053230.1	841550	843928	rna-XM_040162949.1	g10586.t1	chr19	4815341	4822732	120809268	ENSGACG00000002194	ENSG00000102978	0.547526817	S2	1n
NC_053230.1	3119505	3126958	rna-XM_040163589.1	g10591.t1	chr19	4889721	4895629	120809636	ENSGACG00000003152	ENSG00000140543	0.288689728	S2	1n-2n
NC_053230.1	3008862	3031677	rna-XM_040162399.1	g10596.t1	chr19	5004855	5034430	120808977	ENSGACG00000003130	ENSG00000038358	0.410890874	S2	2n
NC_053230.1	2960830	3008243	rna-XM_040162403.1	g10597.t1	chr19	5036933	5096238	120808978	ENSGACG00000026905	ENSG00000188038	0.015630486	S2	1n
NC_053230.1	2931513	2941158	rna-XM_040163603.1	g10598.t1	chr19	5144804	5156979	120809642	ENSGACG00000025933	ENSG00000159792	0.230054921	S2	1n
NC_053230.1	2916791	2927283	rna-XM_040163374.1	g10601.t1	chr19	5165531	5178964	120809525	ENSGACG00000003117	ENSG00000140943	0.245894196	S2	1n-2n
NC_053230.1	2819463	2894806	rna-XM_040163548.1	g10603.t1	chr19	5200761	5341335	120809611	ENSGACG00000003089	ENSG00000103154	0.035747368	S2	1n
NC_053230.1	2601499	2633055	rna-XM_040162590.1	g10611.t2	chr19	5656265	5693737	120809048	ENSGACG00000002886	ENSG00000140853	0.007802228	S2	1n
NC_053230.1	2386489	2388358	rna-XM_040162506.1	g10616.t1	chr19	5795476	5796450	120809022	ENSGACG00000002690	ENSG00000223496	0.014567583	S2	1n
NC_053230.1	2366984	2373706	rna-XM_040163493.1	g10618.t1	chr19	5813073	5819662	120809583	ENSGACG00000002651	ENSG00000157350	0.384726038	S2	1n
NC_053230.1	2330631	2349840	rna-XM_040162817.1	g10619.t1	chr19	5860086	5879081	120809178	ENSGACG00000002646	ENSG00000189091	0.745012808	S2	1n-2n
NC_053230.1	2273649	2288537	rna-XM_040163024.1	g10621.t1	chr19	5941022	5956585	120809315	ENSGACG00000002644	ENSG00000102910	0.23655374	S2	1n
NC_053230.1	2256687	2269414	rna-XM_040163293.1	g10622.t1	chr19	5972158	5976638	120809471	ENSGACG00000002638	ENSG00000196470	0.805863676	S2	2n
NC_053230.1	2240206	2251906	rna-XM_040163076.1	g10623.t2	chr19	5993321	6004059	120809347	ENSGACG00000002633	ENSG00000102921	0.086390586	S2	1n-2n
NC_053230.1	2102484	2114884	rna-XM_040163457.1	g10625.t1	chr19	6206586	6219462	120809564	ENSGACG00000037352	ENSG00000102924	0.300515652	S2	1n
NC_053230.1	1957080	2044886	rna-XM_040162995.1	g10627.t1	chr19	6293621	6398013	120809295	ENSGACG00000002626	ENSG00000102935	0.858324724	S2	1n-2n
NC_053230.1	1916911	1939088	rna-XM_040161564.1	g10629.t4	chr19	6422159	6442571	120808583	ENSGACG00000002606	ENSG00000125107	0.849359651	S2	2n
NC_053230.1	1912691	1916057	rna-XM_040161571.1	g10630.t1	chr19	6444264	6446653	120808584	ENSGACG00000002601	ENSG00000103037	0.096483605	S2	1n-2n
NC_053230.1	4676449	4680696	rna-XM_040163913.1	g10639.t1	chr19	6531506	6534914	120809817	ENSGACG00000013931	ENSG00000042286	0.142363482	S2	1n
NC_053230.1	4662577	4672364	rna-XM_040163899.1	g10640.t1	chr19	6541328	6548268	120809813	ENSGACG00000013939	ENSG00000125124	0.509758209	S2	1n
NC_053230.1	4744876	4751178	rna-XM_040163242.1	g10659.t1	chr19	6814247	6818786	120809435	ENSGACG00000027282	ENSG00000102934	0.084194217	S2	1n
NC_053230.1	4751268	4755462	rna-XM_040163238.1	g10660.t1	chr19	6820600	6822763	120809434	ENSGACG00000013899	ENSG00000102931	0.201307807	S2	1n
NC_053230.1	4755946	4767719	rna-XM_040163179.1	g10661.t1	chr19	6825203	6832550	120809402	ENSGACG00000013896	ENSG00000159579	0.351006174	S2	1n-2n
NC_053230.1	4769758	4771312	rna-XM_040163675.1	g10663.t1	chr19	6847529	6848245	120809681	ENSGACG00000032539	ENSG00000129055	0.252416865	S2	1n
NC_053230.1	4786212	4809581	rna-XM_040162621.1	g10666.t1	chr19	6870882	6889193	120809063	ENSGACG00000037922	ENSG00000102900	0.785340827	S2	1n
NC_053230.1	4819431	4832271	rna-XM_040162623.1	g10668.t2	chr19	6901592	6911001	120809064	ENSGACG00000013856	ENSG00000102996	0.030787011	S2	1n
NC_053230.1	4863436	4878008	rna-XM_040162350.1	g10671.t1	chr19	6949505	6959734	120808964	ENSGACG00000024552	ENSG00000102890	0.133062581	S2	1n
NC_053230.1	4879049	4886708	rna-XM_040162354.1	g10672.t1	chr19	6965932	6971130	120808966	ENSGACG00000022920	ENSG00000205250	0.500599501	S2	1n-2n
NC_053230.1	4899879	4922390	rna-XM_040163199.1	g10674.t1	chr19	6997144	7004414	120809411	ENSGACG00000013816	ENSG00000158715	0.191055072	S2	1n
NC_053230.1	5182355	5364153	rna-XM_040163269.1	g10679.t1	chr19	7275629	7476658	120809452	ENSGACG00000029247	ENSG00000140945	0.953699546	S2	1n
NC_053230.1	5493911	5513012	rna-XM_040163559.1	g10684.t1	chr19	7635747	7650995	120809617	ENSGACG00000028769	ENSG00000168418	0.04032191	S2	1n
NC_053230.1	5578812	5583954	rna-XM_040163497.1	g10688.t2	chr19	7717488	7722144	120809585	ENSGACG00000013731	ENSG00000139180	0.046511954	S2	1n
NC_053230.1	5607766	5637031	rna-XM_040161811.1	g10692.t1	chr19	7767838	7796603	120808726	ENSGACG00000025916	ENSG00000099954	0.038569705	S2	1n-2n
NC_053230.1	5649446	5660269	rna-XM_040161814.1	g10695.t2	chr19	7815225	7823232	120808728	ENSGACG00000026161	ENSG00000099968	0.039355581	S2	1n
NC_053230.1	5662889	5666799	rna-XM_040161812.1	g10697.t1	chr19	7828015	7831168	120808727	ENSGACG00000013687	ENSG00000214102	0.028559736	S2	1n
NC_053230.1	5674725	5678379	rna-XM_040162234.1	g10699.t1	chr19	7841707	7844721	120808909	ENSGACG00000013670	ENSG00000006530	0.100051817	S2	1n-2n
NC_053230.1	5678531	5692999	rna-XM_040162236.1	g10700.t1	chr19	7845317	7858685	120808910	ENSGACG00000013655	ENSG00000155561	0.611820323	S2	2n
NC_053230.1	5693276	5724793	rna-XM_040162218.1	g10701.t1	chr19	7860825	7891014	120808908	ENSGACG00000036917	ENSG00000139132	0.105322897	S2	1n
NC_053230.1	6056622	6109783	rna-XM_040163035.1	g10709.t1	chr19	8252845	8304536	120809324	ENSGACG00000025855	ENSG00000011105	0.258218975	S2	1n
NC_053230.1	6246868	6311683	rna-XM_040162291.1	g10715.t3	chr19	8433662	8497617	120808936	ENSGACG00000013538	ENSG00000064393	0.358752838	S2	1n
NC_053230.1	6374531	6377796	rna-XM_040163525.1	g10717.t2	chr19	8562588	8563880	120809602	ENSGACG00000024236	ENSG00000168000	0.09973617	S2	1n
NC_053230.1	6382058	6388180	rna-XM_040163532.1	g10720.t1	chr19	8570589	8574885	120809605	ENSGACG00000013517	ENSG00000111596	0.864864784	S2	1n
NC_053230.1	6498240	6500769	rna-XM_040163725.1	g10726.t1	chr19	8675552	8676679	120809715	ENSGACG00000027290	ENSG00000120832	0.049911281	S2	1n
NC_053230.1	6507935	6518410	rna-XM_040163095.1	g10728.t1	chr19	8684984	8690161	120809361	ENSGACG00000013480	ENSG00000008405	0.752934353	S2	1n
NC_053230.1	6578425	6585631	rna-XM_040163093.1	g10731.t1	chr19	8765113	8769677	120809360	ENSGACG00000029939	ENSG00000073150	0.050433157	S2	1n
NC_053230.1	6586422	6592842	rna-XM_040163097.1	g10732.t1	chr19	8772180	8776097	120809363	ENSGACG00000036325	ENSG00000170638	0.045886412	S2	1n
NC_053230.1	6598513	6603405	rna-XM_040163098.1	g10734.t1	chr19	8784730	8789141	120809364	ENSGACG00000036950	ENSG00000188130	0.084590962	S2	1n
NC_053230.1	6796109	6803017	rna-XM_040161834.1	g10739.t1	chr19	8985612	8991206	120808734	ENSGACG00000013365	ENSG00000105176	0.584128521	S2	1n
NC_053230.1	6812184	6869751	rna-XM_040161829.1	g10743.t1	chr19	9002209	9059753	120808733	ENSGACG00000013333	ENSG00000196935	0.344907748	S2	1n
NC_053230.1	6873160	6877563	rna-XM_040162912.1	g10745.t1	chr19	9064335	9068572	120809242	ENSGACG00000013321	ENSG00000059378	0.044712183	S2	1n
NC_053230.1	11434861	11438188	rna-XM_040163216.1	g10749.t1	chr19	9091498	9094871	120809419	ENSGACG00000010960	ENSG00000188991	0.05347796	S2	1n
NC_053230.1	11418049	11422682	rna-XM_040161981.1	g10753.t1	chr19	9106283	9110115	120808799	ENSGACG00000010988	ENSG00000120647	0.055296478	S2	1n
NC_053230.1	11402164	11417605	rna-XM_040161979.1	g10754.t1	chr19	9111346	9118811	120808798	ENSGACG00000011004	ENSG00000006611	0.375960269	S2	1n
NC_053230.1	11364276	11401366	rna-XM_040161968.1	g10757.t3	chr19	9128368	9165739	120808796	ENSGACG00000025215	ENSG00000006071	0.967482639	S2	1n
NC_053230.1	11361049	11363386	rna-XM_040161983.1	g10758.t1	chr19	9166977	9168140	120808800	ENSGACG00000026786	ENSG00000187486	0.881087233	S2	1n
NC_053230.1	11261422	11273512	rna-XM_040163180.1	g10761.t1	chr19	9268193	9273483	120809403	ENSGACG00000031332	ENSG00000110786	0.266849949	S2	1n
NC_053230.1	11143294	11150970	rna-XM_040163026.1	g10767.t1	chr19	9419524	9425441	120809316	ENSGACG00000030062	ENSG00000205531	0.037177789	S2	1n-2n
NC_053230.1	11127114	11133619	rna-XM_040163499.1	g10768.t1	chr19	9436403	9441983	120809587	ENSGACG00000011104	ENSG00000180176	0.769890184	S2	1n
NC_053230.1	10988740	11003881	rna-XM_040162980.1	g10772.t2	chr19	9578824	9589552	120809282	ENSGACG00000011141	ENSG00000110090	0.081912568	S2	1n
NC_053230.1	10942476	10948152	rna-XM_040162494.1	g10774.t1	chr19	9616039	9620553	120809013	ENSGACG00000011188	ENSG00000151116	0.271134724	S2	1n
NC_053230.1	10937619	10942219	rna-XM_040162491.1	g10775.t1	chr19	9621448	9624958	120809012	ENSGACG00000035166	ENSG00000179119	0.136144641	S2	1n
NC_053230.1	10930585	10936585	rna-XM_040163607.1	g10776.t1	chr19	9626579	9631268	120809643	ENSGACG00000033428	ENSG00000151117	0.127494807	S2	1n
NC_053230.1	10780197	10819000	rna-XM_040162340.1	g10778.t1	chr19	9749730	9786093	120808957	ENSGACG00000011253	ENSG00000166016	0.266367943	S2	1n
NC_053230.1	10604790	10612500	rna-XM_040162135.1	g10783.t1	chr19	9953845	9960632	120808876	ENSGACG00000011344	ENSG00000161328	0.005161521	S2	1n
NC_053230.1	10574545	10601673	rna-XM_040163275.1	g10784.t1	chr19	9984972	9990506	120809457	ENSGACG00000011348	ENSG00000099849	0.010020008	S2	1n
NC_053230.1	10552053	10557516	rna-XM_040162734.1	g10786.t1	chr19	10008262	10012843	120809125	ENSGACG00000011372	ENSG00000185507	0.021937375	S2	1n
NC_053230.1	10383039	10385394	rna-XM_040163544.1	g10790.t1	chr19	10188487	10189734	120809608	ENSGACG00000011388	ENSG00000179431	0.146718246	S2	1n
NC_053230.1	10354328	10371181	rna-XM_040163508.1	g10791.t1	chr19	10201904	10217967	120809592	ENSGACG00000011389	ENSG00000149090	0.192838188	S2	1n
NC_053230.1	10321398	10334910	rna-XM_040161684.1	g10792.t1	chr19	10235942	10247960	120808655	ENSGACG00000011397	ENSG00000110436	0.616211318	S2	1n-2n
NC_053230.1	10282385	10304194	rna-XM_040163172.1	g10794.t1	chr19	10267250	10289239	120809398	ENSGACG00000011437	ENSG00000110435	0.779810523	S2	1n
NC_053230.1	10102664	10138316	rna-XM_040163195.1	g10796.t1	chr19	10508653	10510593	120809407	ENSGACG00000035733	ENSG00000148948	0.959628837	S2	1n
NC_053230.1	9910660	9913970	rna-XM_040163573.1	g10797.t1	chr19	10714263	10715858	120809627	ENSGACG00000011461	ENSG00000175097	0.88907455	S2	1n
NC_053230.1	9903631	9910310	rna-XM_040163571.1	g10798.t1	chr19	10718012	10722068	120809626	ENSGACG00000011465	ENSG00000166349	0.350447534	S2	1n
NC_053230.1	9814251	9827087	rna-XM_040163254.1	g10802.t1	chr19	10803836	10813337	120809442	ENSGACG00000011484	ENSG00000196547	0.094772345	S2	1n
NC_053230.1	9801202	9803176	rna-XM_040163264.1	g10805.t1	chr19	10826314	10827886	120809449	ENSGACG00000011538	ENSG00000185043	0.298732006	S2	1n
NC_053230.1	9789881	9792259	rna-XM_040163748.1	g10807.t1	chr19	10837763	10838851	120809727	ENSGACG00000038031	ENSG00000183208	0.017741784	S2	1n
NC_053230.1	9743968	9753668	rna-XM_040161994.1	g10811.t1	chr19	10876892	10885235	120808809	ENSGACG00000011591	ENSG00000140525	0.35466511	S2	1n
NC_053230.1	9734591	9741361	rna-XM_040162004.1	g10812.t1	chr19	10889229	10893950	120808811	ENSGACG00000035188	ENSG00000103264	0.078582661	S2	1n-2n
NC_053230.1	9518322	9524773	rna-XM_040162438.1	g10817.t1	chr19	11097424	11101902	120808991	ENSGACG00000011661	ENSG00000133703	0.998658451	S2	1n-2n
NC_053230.1	9449724	9491692	rna-XM_040162322.1	g10821.t2	chr19	11132642	11173434	120808946	ENSGACG00000030063	ENSG00000123104	0.196454921	S2	1n-2n
NC_053230.1	9437179	9447430	rna-XM_040163618.1	g10822.t1	chr19	11177817	11187567	120809650	ENSGACG00000011708	ENSG00000187510	0.06024962	S2	1n
NC_053230.1	9420244	9434833	rna-XM_040163986.1	g10823.t1	chr19	11190535	11204355	120809852	ENSGACG00000025844	ENSG00000102189	0.669678145	S2	1n
NC_053230.1	9394511	9402341	rna-XM_040164007.1	g10827.t1	chr19	11222368	11230429	120809864	ENSGACG00000011745	ENSG00000012504	0.596899751	S2	1n
NC_053230.1	9381922	9391544	rna-XM_040163995.1	g10828.t1	chr19	11236647	11245059	120809858	ENSGACG00000030921	ENSG00000179520	0.25209169	S2	1n
NC_053230.1	9334744	9353034	rna-XM_040163990.1	g10831.t1	chr19	11291100	11308827	120809854	ENSGACG00000036224	ENSG00000013503	0.649364009	S2	1n-2n
NC_053230.1	9316540	9334150	rna-XM_040163993.1	g10833.t2	chr19	11311826	11325925	120809857	ENSGACG00000011830	ENSG00000111783	0.438763799	S2	2n
NC_053230.1	9305853	9315371	rna-XM_040164004.1	g10834.t1	chr19	11328302	11335452	120809861	ENSGACG00000011833	ENSG00000111785	0.726509199	S2	1n-2n
NC_053230.1	9294185	9298251	rna-XM_040164052.1	g10836.t2	chr19	11346046	11347539	120809885	ENSGACG00000033719	ENSG00000151135	0.655539282	S2	1n
NC_053230.1	9239044	9247239	rna-XM_040164049.1	g10841.t1	chr19	11399945	11405464	120809883	ENSGACG00000029326	ENSG00000186591	0.984259716	S2	2n
NC_053230.1	9208304	9214282	rna-XM_040164026.1	g10843.t1	chr19	11426516	11428650	120809871	ENSGACG00000029988	ENSG00000181072	0.60586757	S2	1n
NC_053230.1	9131126	9189156	rna-XM_040163968.1	g10845.t8	chr19	11451757	11505436	120809850	ENSGACG00000031465	ENSG00000187391	0.938878681	S2	1n-2n
NC_053230.1	9102973	9117026	rna-XM_040163989.1	g10849.t1	chr19	11523175	11535433	120809853	ENSGACG00000011996	ENSG00000170456	0.071759002	S2	1n
NC_053230.1	9056964	9058828	rna-XM_040164050.1	g10854.t1	chr19	11583756	11584160	120809884	ENSGACG00000037401	ENSG00000135211	0.563915086	S2	1n
NC_053230.1	9049293	9056364	rna-XM_040164015.1	g10855.t1	chr19	11586468	11591117	120809867	ENSGACG00000037964	ENSG00000186654	0.038142723	S2	1n
NC_053230.1	9003761	9016555	rna-XM_040163962.1	g10858.t2	chr19	11627601	11639403	120809847	ENSGACG00000032616	ENSG00000082805	0.710637162	S2	1n-2n
NC_053230.1	8948029	8951186	rna-XM_040163364.1	g10862.t2	chr19	11692133	11694869	120809518	ENSGACG00000032626	ENSG00000103035	0.771403981	S2	1n-2n
NC_053230.1	8923847	8941393	rna-XM_040163778.1	g10865.t2	chr19	11705859	11719146	120809748	ENSGACG00000027046	ENSG00000102908	0.969739497	S2	1n-2n
NC_053230.1	8776715	8815159	rna-XM_040163785.1	g10867.t1	chr19	11864301	11872523	120809750	ENSGACG00000037799	ENSG00000178573	0.560781937	S2	1n
NC_053230.1	8721643	8728166	rna-XM_040162053.1	g10869.t1	chr19	11922423	11928670	120808838	ENSGACG00000012232	ENSG00000165630	0.459000545	S2	1n-2n
NC_053230.1	8716113	8720847	rna-XM_040162044.1	g10871.t2	chr19	11936325	11939826	120808836	ENSGACG00000012275	ENSG00000165626	0.19658774	S2	1n
NC_053230.1	8709240	8715607	rna-XM_040162049.1	g10872.t1	chr19	11942631	11945350	120808837	ENSGACG00000012282	ENSG00000086475	0.356854762	S2	2n
NC_053230.1	8702390	8709241	rna-XM_040162040.1	g10873.t1	chr19	11946797	11951703	120808833	ENSGACG00000012306	ENSG00000205560	0.130470073	S2	1n-2n
NC_053230.1	8698971	8702287	rna-XM_040162042.1	g10874.t1	chr19	11953597	11956043	120808834	ENSGACG00000037299	ENSG00000185271	0.057222671	S2	1n
NC_053230.1	8692478	8698560	rna-XM_040162043.1	g10875.t1	chr19	11957641	11964700	120808835	ENSGACG00000012349	ENSG00000100288	0.058859608	S2	1n
NC_053230.1	8639860	8655651	rna-XM_040162823.1	g10880.t1	chr19	12001056	12023697	120809182	ENSGACG00000025679	ENSG00000008735	0.058785144	S2	1n-2n
NC_053230.1	8627614	8639864	rna-XM_040162069.1	g10881.t1	chr19	12026721	12030012	120808848	ENSGACG00000012412	ENSG00000100299	0.046995067	S2	1n
NC_053230.1	8493234	8591211	rna-XM_040162507.1	g10882.t1	chr19	12068871	12164080	120809023	ENSGACG00000030184	ENSG00000251322	0.05921282	S2	1n-2n
NC_053230.1	8479571	8483560	rna-XM_040161964.1	g10885.t1	chr19	12184702	12187061	120808793	ENSGACG00000032515	ENSG00000004059	0.286286485	S2	1n-2n
NC_053230.1	8467389	8474364	rna-XM_040161936.1	g10887.t1	chr19	12193123	12198975	120808781	ENSGACG00000032343	ENSG00000171208	0.331302683	S2	1n
NC_053230.1	8398267	8440253	rna-XM_040161887.1	g10892.t1	chr19	12235026	12273857	120808763	ENSGACG00000012555	ENSG00000151474	0.388201473	S2	1n-2n
NC_053230.1	8341270	8348269	rna-XM_040161931.1	g10895.t1	chr19	12331007	12336219	120808779	ENSGACG00000027587	ENSG00000106348	0.465124322	S2	1n
NC_053230.1	8322857	8328956	rna-XM_040161929.1	g10898.t2	chr19	12349890	12355466	120808777	ENSGACG00000012612	ENSG00000106344	0.205634761	S2	1n
NC_053230.1	8229188	8234251	rna-XM_040161934.1	g10900.t1	chr19	12448570	12450567	120808780	ENSGACG00000029950	ENSG00000128594	0.462195654	S2	1n
NC_053230.1	8184604	8199673	rna-XM_040161930.1	g10901.t1	chr19	12482185	12496151	120808778	ENSGACG00000033967	ENSG00000019991	0.997497848	S2	1n
NC_053230.1	8052464	8069126	rna-XM_040161927.1	g10905.t2	chr19	12615362	12632384	120808776	ENSGACG00000029025	ENSG00000170381	0.36164343	S2	1n
NC_053230.1	8012320	8040857	rna-XM_040161919.1	g10906.t1	chr19	12644832	12662143	120808774	ENSGACG00000029839	ENSG00000075213	0.980040576	S2	1n
NC_053230.1	7898607	7929551	rna-XM_040161910.1	g10909.t1	chr19	12767803	12783501	120808768	ENSGACG00000026593	ENSG00000198822	0.737632108	S2	1n
NC_053230.1	7860884	7881907	rna-XM_040161959.1	g10911.t1	chr19	12820791	12824702	120808792	ENSGACG00000023943	ENSG00000065809	0.323333805	S2	1n
NC_053230.1	7819031	7827067	rna-XM_040161966.1	g10915.t1	chr19	12867868	12869171	120808794	ENSGACG00000031723	ENSG00000155115	0.068112623	S2	1n
NC_053230.1	7815172	7818692	rna-XM_040161950.1	g10916.t1	chr19	12871025	12872592	120808786	ENSGACG00000033238	ENSG00000128595	0.817693239	S2	1n
NC_053230.1	7775355	7780334	rna-XM_040161699.1	g10920.t1	chr19	12909207	12912614	120808661	ENSGACG00000034311	ENSG00000069345	0.433350278	S2	1n
NC_053230.1	7760701	7773392	rna-XM_040161692.1	g10921.t2	chr19	12917231	12924481	120808657	ENSGACG00000027648	ENSG00000100239	0.017361961	S2	1n
NC_053230.1	7742385	7745381	rna-XM_040163867.1	g10924.t1	chr19	12941478	12943927	120809789	ENSGACG00000012900	ENSG00000100253	0.037846234	S2	1n
NC_053230.1	7735441	7742442	rna-XM_040163865.1	g10925.t1	chr19	12944762	12949347	120809788	ENSGACG00000012928	ENSG00000100258	0.017129295	S2	1n
NC_053230.1	7715917	7735112	rna-XM_040163842.1	g10926.t6	chr19	12952512	12969753	120809784	ENSGACG00000012946	ENSG00000111731	0.483387867	S2	1n
NC_053230.1	7688386	7693523	rna-XM_040162130.1	g10931.t1	chr19	12997188	13001791	120808874	ENSGACG00000012979	ENSG00000004478	0.187569502	S2	1n
NC_053230.1	7681401	7688219	rna-XM_040162127.1	g10932.t1	chr19	13002992	13008603	120808872	ENSGACG00000013030	ENSG00000013573	0.01203892	S2	1n
NC_053230.1	7652213	7674986	rna-XM_040162120.1	g10934.t2	chr19	13015896	13035135	120808871	ENSGACG00000013060	ENSG00000120645	0.07327111	S2	1n
NC_053230.1	7559248	7561996	rna-XM_040162482.1	g10938.t1	chr19	13119066	13121149	120809007	ENSGACG00000013120	ENSG00000179941	0.059884533	S2	1n
NC_053230.1	7531999	7550972	rna-XM_040162478.1	g10940.t1	chr19	13131512	13149638	120809004	ENSGACG00000013135	ENSG00000110799	0.625448521	S2	1n
NC_053230.1	7517391	7531726	rna-XM_040162480.1	g10941.t2	chr19	13152928	13163788	120809006	ENSGACG00000013149	ENSG00000047617	0.232649133	S2	1n
NC_053230.1	7512444	7516672	rna-XM_040162483.1	g10942.t1	chr19	13165595	13168316	120809008	ENSGACG00000013162	ENSG00000154227	0.051250547	S2	1n
NC_053230.1	7446311	7505192	rna-XM_040162991.1	g10944.t2	chr19	13176903	13234125	120809290	ENSGACG00000028634	ENSG00000140443	0.984951188	S2	1n
NC_053230.1	7426031	7434753	rna-XM_040163207.1	g10946.t1	chr19	13248607	13256909	120809414	ENSGACG00000028196	ENSG00000103852	0.019142068	S2	1n
NC_053230.1	7353507	7404888	rna-XM_040162417.1	g10947.t2	chr19	13297604	13329217	120808986	ENSGACG00000027908	ENSG00000068305	0.792629794	S2	1n-2n
NC_053230.1	7322748	7351505	rna-XM_040163598.1	g10948.t3	chr19	13334786	13362865	120809640	ENSGACG00000031202	ENSG00000140563	0.173710273	S2	1n-2n
NC_053230.1	7155846	7160619	rna-XM_040162809.1	g10949.t2	chr19	13526052	13530402	120809170	ENSGACG00000014846	ENSG00000185551	0.807701256	S2	1n
NC_053230.1	6992943	6996185	rna-XM_040163749.1	g10950.t1	chr19	13686724	13687610	120809728	ENSGACG00000013238	ENSG00000183060	0.015041445	S2	1n
NC_053230.1	6900133	6920563	rna-XM_040161991.1	g10952.t1	chr19	13766706	13780641	120808805	ENSGACG00000013246	ENSG00000173575	0.402314815	S2	1n
NC_053230.1	11808662	11817309	rna-XM_040161562.1	g10954.t1	chr19	13796285	13803185	100174898	ENSGACG00000010746	ENSG00000140557	0.471581284	S2	1n
NC_053230.1	11730581	11734421	rna-XM_040163737.1	g10958.t1	chr19	13873979	13877293	120809720	ENSGACG00000035159	ENSG00000166821	0.118184603	S2	1n
NC_053230.1	11641639	11682019	rna-XM_040163467.1	g10962.t1	chr19	13929057	13945107	120809569	ENSGACG00000010807	ENSG00000185033	0.024731681	S2	1n
